starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol,lane_r_1_vol
"2017-07-27 03:40:00-07",3.13,62.5,18,2.13,69.15,33,0.4,74.06,16,
"2017-07-27 03:45:00-07",3.7,64.5,12,1.8,67.33,12,0.6,75.2,5,
"2017-07-27 03:50:00-07",3.36,62.35,20,1.21,67.69,13,0.07,74.57,7,
"2017-07-27 03:55:00-07",2.47,66,13,1.47,67.5,12,0,,0,
"2017-07-27 04:00:00-07",1.8,60.1,20,0.07,71.71,7,0,66,3,
"2017-07-27 04:05:00-07",2.33,61.84,25,0.93,68.55,11,0,74,3,
"2017-07-27 04:10:00-07",3.56,59.69,13,1.44,67.8,10,0,,0,
"2017-07-27 04:15:00-07",5.13,62.19,36,5.6,69.26,62,3.33,68.28,58,
"2017-07-27 04:20:00-07",9.87,61.15,59,8.33,65.98,63,5.47,68.55,85,
"2017-07-27 04:25:00-07",5.13,63.63,27,4.73,72.1,51,0.53,74.42,19,
"2017-07-27 04:30:00-07",5.47,66.42,43,3.87,70.63,64,2.33,73.6,47,
"2017-07-27 04:35:00-07",5.47,61.05,42,5,69.18,62,4,73.83,70,
"2017-07-27 04:40:00-07",5.47,60.45,33,5.53,70.43,65,4.13,75.5,78,
"2017-07-27 04:45:00-07",6.07,63.94,48,5.4,70.58,57,2.67,76.98,58,
"2017-07-27 04:50:00-07",4.33,65.06,34,4.73,72.53,64,3.2,75.95,60,
"2017-07-27 04:55:00-07",5.33,64.65,34,4,70.46,57,3.13,75.45,62,
"2017-07-27 05:00:00-07",8,62.44,48,5,70.24,58,3.6,75.42,73,
"2017-07-27 05:05:00-07",7.4,62.75,56,5.07,69.87,62,5.2,75.7,99,
"2017-07-27 05:10:00-07",4.6,63.38,40,9.6,67.68,93,5.47,73.77,95,
"2017-07-27 05:15:00-07",5,65.96,56,7.8,70.24,87,6.8,73.72,114,
"2017-07-27 05:20:00-07",9.47,59.4,72,8.4,67.95,93,7.47,72.13,127,
"2017-07-27 05:25:00-07",5.8,66.68,76,9.2,68.87,97,8.53,73.26,137,
"2017-07-27 05:30:00-07",8.73,63.63,70,9.73,68.43,104,9.53,72.11,160,
"2017-07-27 05:35:00-07",10.6,62.49,88,10.53,66.85,123,11.33,70.62,169,
"2017-07-27 05:40:00-07",7.73,65.01,84,11.4,67.8,123,10.53,72.8,178,
"2017-07-27 05:45:00-07",7.2,63.48,85,10.27,67.65,127,10.07,71.29,167,
"2017-07-27 05:50:00-07",11.33,58.06,86,12.13,63.36,105,11.33,69.51,178,
"2017-07-27 05:55:00-07",12.4,59.74,95,9.8,67.03,117,9.93,70.15,166,
"2017-07-27 06:00:00-07",8.67,63.7,76,8.33,68.79,108,9.47,71.59,152,
"2017-07-27 06:05:00-07",11.73,60.92,97,11,68.35,133,11.13,72.72,181,
"2017-07-27 06:10:00-07",11.4,60.38,107,14.27,64.35,155,14,67.18,209,
"2017-07-27 06:15:00-07",15.27,58.25,119,14.4,62.56,142,13.73,65.58,204,
"2017-07-27 06:20:00-07",15.53,56.41,128,13.73,59.51,146,14.73,59.18,197,
"2017-07-27 06:25:00-07",22.27,44.25,121,20.07,47.53,147,20.33,49.22,179,
"2017-07-27 06:30:00-07",31.2,28.63,122,25.13,30.81,128,22.93,30.33,150,
"2017-07-27 06:35:00-07",30.73,30.6,137,22.6,34.14,127,21.27,35.48,153,
"2017-07-27 06:40:00-07",25.47,33.6,144,23.73,35.14,140,17.4,37.94,151,
"2017-07-27 06:45:00-07",30,32.8,132,22.07,36.99,135,20.33,38.7,163,
"2017-07-27 06:50:00-07",29.46,30.85,122,23.08,36.45,116,16.62,39.34,119,
"2017-07-27 06:55:00-07",28.55,26.27,89,27.18,27.78,80,20.09,31.64,103,
"2017-07-27 07:00:00-07",30.73,31.17,133,21.93,36.67,132,18.47,37.86,155,
"2017-07-27 07:05:00-07",29,28.85,86,26.7,33.24,101,19.9,34.05,100,
"2017-07-27 07:10:00-07",35.64,24.8,113,27.5,29.3,105,21.14,32.09,140,
"2017-07-27 07:15:00-07",18.47,44.57,112,17.87,49.89,117,13.2,49,130,
"2017-07-27 07:20:00-07",10.6,60.61,96,11.4,65.38,134,8.8,70.04,140,
"2017-07-27 07:25:00-07",9.87,62.34,97,11.47,65.7,115,9.07,69.61,142,
"2017-07-27 07:30:00-07",11.22,60.18,65,12.11,65.62,71,9.11,70.83,88,
"2017-07-27 07:35:00-07",12.56,55.6,68,10.78,64.78,77,10,69.9,92,
"2017-07-27 07:40:00-07",13.13,60.19,109,13.27,65.72,146,10.53,69.53,170,
"2017-07-27 07:45:00-07",13.4,59.65,117,13.53,63.8,128,12.33,66.91,184,
"2017-07-27 07:50:00-07",13.53,58.17,101,12.2,63.77,124,10.13,67.61,153,
"2017-07-27 07:55:00-07",13.73,55.71,93,13.8,60.35,115,10.67,64.88,161,
"2017-07-27 08:00:00-07",14.78,58.71,72,12.67,63.74,74,13.22,67.31,118,
"2017-07-27 08:05:00-07",12.13,59.91,94,11.13,64.76,114,8.47,66.23,133,
"2017-07-27 08:10:00-07",11.2,57.79,87,10.87,64.38,112,9.73,69.34,151,
"2017-07-27 08:15:00-07",12.53,59.78,106,11.4,64.6,122,9.2,70.64,146,
"2017-07-27 08:20:00-07",10.33,60.33,86,10.6,66.56,126,7.87,72.05,130,
"2017-07-27 08:25:00-07",12.8,57.09,107,13.4,64.97,119,8.6,70.06,131,
"2017-07-27 08:30:00-07",9.8,58.86,86,12.87,63.38,123,10.87,67.86,169,
"2017-07-27 08:35:00-07",10.4,59.68,76,12.13,65.68,110,8.6,68.98,132,
"2017-07-27 08:40:00-07",12.53,57.84,105,14.47,62.63,124,8.6,69,140,
"2017-07-27 08:45:00-07",11.87,59.47,87,13.07,64.48,97,8.07,69.84,128,
"2017-07-27 08:50:00-07",9,61.27,84,10.33,66.12,105,7.07,70.1,116,
"2017-07-27 08:55:00-07",8.33,60.45,71,11.87,66.77,124,8.13,69.95,128,
"2017-07-27 09:00:00-07",8.78,60.81,48,10.78,66.87,62,6.11,70.44,62,
"2017-07-27 09:05:00-07",9.67,58.61,85,9.6,67.21,103,8.4,70.95,136,
"2017-07-27 09:10:00-07",9.69,59.87,78,12.38,66.67,102,9.15,67.65,125,
"2017-07-27 09:15:00-07",9.64,61.61,70,13.82,65.92,93,7.18,71.3,90,
"2017-07-27 09:20:00-07",10.8,61.07,91,11.67,66.54,110,7.27,70.57,118,
"2017-07-27 09:25:00-07",14.13,57.34,90,12.67,64.86,115,6.8,70.69,112,
"2017-07-27 09:30:00-07",11,60.79,77,12.53,66.79,121,7.27,70.03,118,
"2017-07-27 09:35:00-07",13.93,57.02,120,16.2,62.37,127,11.27,68.08,164,
"2017-07-27 09:40:00-07",12.53,58.82,118,11.87,64.41,118,9.07,67.1,135,
"2017-07-27 09:45:00-07",12.7,55.95,80,13.6,63.44,80,9.8,66.59,105,
"2017-07-27 09:50:00-07",10.57,60.5,92,12.86,65,117,9.93,70.24,145,
"2017-07-27 09:55:00-07",14.73,58.43,117,11.53,64.57,112,6.13,70.45,100,
"2017-07-27 10:00:00-07",13.33,60.51,112,13.93,65.26,125,8.4,72.15,141,
"2017-07-27 10:05:00-07",10.9,61.15,61,11.8,65.96,67,7.3,70.9,77,
"2017-07-27 10:10:00-07",13.33,59.33,60,11.58,66.64,74,8.5,70.23,105,
"2017-07-27 10:15:00-07",9.45,59.45,55,12.36,66.2,84,6.09,70.96,77,
"2017-07-27 10:20:00-07",12.33,58.9,59,15.56,64.41,70,9.11,67.01,81,
"2017-07-27 10:25:00-07",11.8,59.06,99,11.87,64.96,114,8.2,68.6,130,
"2017-07-27 10:30:00-07",11.67,60.67,83,13.07,66.41,123,8.47,69.83,133,
"2017-07-27 10:35:00-07",10.27,59.99,91,10.87,68.21,100,6.8,69.15,117,
"2017-07-27 10:40:00-07",11.6,62.57,101,12,68.18,112,8.13,69.08,132,
"2017-07-27 10:45:00-07",12.73,59.71,104,14.53,65.03,126,8.8,66.35,138,
"2017-07-27 10:50:00-07",11.33,60.53,94,13.73,66.16,124,9.87,70.76,159,
"2017-07-27 10:55:00-07",12.73,59.18,100,10.33,66.09,107,6.13,72.17,89,
"2017-07-27 11:00:00-07",9.13,61.26,86,8.6,67.59,101,6.4,71.31,107,
"2017-07-27 11:05:00-07",10.47,60.8,85,15.13,65.69,134,9.33,68.71,153,
"2017-07-27 11:10:00-07",10,60.39,89,11.67,65.18,117,8.93,69.06,139,
"2017-07-27 11:15:00-07",19.67,54.06,79,13.33,63.28,68,7.22,69.9,72,
"2017-07-27 11:20:00-07",11.44,59.69,62,13.44,62.71,77,6.44,69.03,64,
"2017-07-27 11:25:00-07",10.4,60.57,91,12.33,64.32,111,8.67,68.34,134,
"2017-07-27 11:30:00-07",12.07,60.54,99,11.47,66.36,121,8.07,69.8,135,
"2017-07-27 11:35:00-07",11.6,59.03,91,12.07,65,115,7.53,70.2,129,
"2017-07-27 11:40:00-07",13.08,58.52,87,14.38,63.82,121,11.62,67.17,151,
"2017-07-27 11:45:00-07",13.82,58.64,83,14.91,63.58,99,9.18,67.71,101,
"2017-07-27 11:50:00-07",13,59.8,65,12.67,66.88,76,10.11,70.23,90,
"2017-07-27 11:55:00-07",12.6,59.96,107,13.2,65.24,123,8.87,70.14,143,
"2017-07-27 12:00:00-07",12.47,60.24,102,12.4,65.13,110,8.67,69.31,139,
"2017-07-27 12:05:00-07",12.53,60.79,111,13.8,65.2,118,9.53,69.89,150,
"2017-07-27 12:10:00-07",11,61.03,97,13.08,64.81,90,11.15,67.54,141,
"2017-07-27 12:15:00-07",13.89,59.64,61,12.11,65.66,65,6.67,70.27,67,
"2017-07-27 12:20:00-07",12.44,58.25,71,15.44,64.53,68,8.44,67.88,81,
"2017-07-27 12:25:00-07",9.13,62.35,85,14.07,65.52,140,8.33,71.48,141,
"2017-07-27 12:30:00-07",10,59.97,89,13.8,64.64,119,7.4,69.11,125,
"2017-07-27 12:35:00-07",11.93,58.75,102,15.13,65.08,127,10.67,69.93,166,
"2017-07-27 12:40:00-07",9.77,59.56,77,10,65.75,89,7.08,69.97,100,
"2017-07-27 12:45:00-07",14.91,58.12,83,14.18,65.16,94,9.91,70.05,113,
"2017-07-27 12:50:00-07",13.13,60.08,107,10.8,64.59,107,10.13,69.65,154,
"2017-07-27 12:55:00-07",12.87,57.7,107,13.8,64.39,126,10.6,69.19,158,
"2017-07-27 13:00:00-07",14.8,54.3,110,11.87,60.83,109,9.47,65.59,133,
"2017-07-27 13:05:00-07",29.27,29.36,100,27.07,40.4,120,23,40.3,152,
"2017-07-27 13:10:00-07",28.67,26.5,113,25.2,33.7,102,15.4,39.42,134,
"2017-07-27 13:15:00-07",32.8,28.2,129,23.47,32.42,115,19.47,34.73,148,
"2017-07-27 13:20:00-07",31,27.13,68,23.22,32.88,67,16.44,35.95,75,
"2017-07-27 13:25:00-07",36.87,15.85,94,32.67,21.6,104,23,25.33,126,
"2017-07-27 13:30:00-07",37.54,20.69,81,32.08,24.64,102,20.77,30.07,114,
"2017-07-27 13:35:00-07",34.36,20.17,70,32.36,23.55,65,21.36,29.35,98,
"2017-07-27 13:40:00-07",31.43,23.75,48,32.14,27.26,50,22.71,27.68,62,
"2017-07-27 13:55:00-07",30.83,24.19,90,30.67,27.15,97,19.5,28.87,90,
"2017-07-27 14:00:00-07",35.4,18.73,105,27.53,24.35,98,25.33,25.69,108,
"2017-07-27 14:05:00-07",32.31,26.56,90,28.46,28.81,101,18.92,31.73,113,
"2017-07-27 14:10:00-07",41.5,15.98,50,39.2,17.97,69,29.9,19.04,81,
"2017-07-27 14:15:00-07",34.17,23.1,77,25.42,25.51,80,20.92,29.41,108,
"2017-07-27 14:20:00-07",33.56,22.47,60,27.44,28.35,68,19.89,31.55,75,
"2017-07-27 14:25:00-07",37.08,22.7,88,29.77,26.27,101,23.38,28.23,114,
"2017-07-27 14:30:00-07",38.87,16.2,74,33.53,21.65,84,25.4,23.46,121,
"2017-07-27 14:35:00-07",38.62,20.34,74,34.15,22.12,94,22.92,25.61,103,
"2017-07-27 14:40:00-07",34.8,21.53,99,31.13,25.42,113,22.67,28.28,137,
"2017-07-27 14:45:00-07",33.31,22.37,92,33.08,23.9,90,24.23,25.96,105,
"2017-07-27 14:50:00-07",37.67,22.41,64,30.22,26.64,72,20.11,28.92,74,
"2017-07-27 14:55:00-07",38.77,20.07,96,32.77,25.21,112,18.62,30.61,113,
"2017-07-27 15:00:00-07",38.13,20.85,92,31.6,24.38,97,23.67,26.89,126,
"2017-07-27 15:05:00-07",38.08,18.37,75,25.69,26.68,95,19.69,28.92,108,
"2017-07-27 15:10:00-07",39.13,16.46,96,32.4,21.29,98,23.73,23.55,128,
"2017-07-27 15:15:00-07",32.86,24.55,51,25,29.75,51,17.86,34.3,63,
"2017-07-27 15:20:00-07",38.93,17.88,89,33.47,21.72,117,25.87,21.34,122,
"2017-07-27 15:25:00-07",40.46,17.61,79,31,19.58,80,23.46,24.61,108,
"2017-07-27 15:30:00-07",28,28.13,124,23.07,32.11,125,18.93,34.3,145,
"2017-07-27 15:35:00-07",33.54,24.01,95,26.92,27.19,93,20.85,32.68,118,
"2017-07-27 15:40:00-07",38.6,19.77,99,27.8,25.69,123,22.33,29.9,122,
"2017-07-27 15:45:00-07",29.54,23.82,92,24.23,28.45,98,20.31,30.59,123,
"2017-07-27 15:50:00-07",34.6,18.26,96,35.67,21.93,107,25.87,24.05,121,
"2017-07-27 15:55:00-07",35.92,22.6,82,25.08,24.92,78,22.69,25.65,102,
"2017-07-27 16:00:00-07",35.53,23.73,84,25.33,27.73,103,18.73,30.62,125,
"2017-07-27 16:05:00-07",25.23,29.1,102,23.08,29.09,94,21.54,29.51,108,
"2017-07-27 16:10:00-07",13.13,49.93,88,13.73,52.24,117,9.93,57.33,123,
"2017-07-27 16:15:00-07",10.69,59.21,80,10.15,66.71,97,8.08,70.32,113,
"2017-07-27 16:20:00-07",6.6,62.71,69,8.93,66.91,94,5.2,72.06,85,
"2017-07-27 16:25:00-07",7.54,62.75,57,9.77,67.62,97,8.23,71.26,121,
"2017-07-27 16:30:00-07",8.6,65.49,95,7.47,69.93,98,8,71.41,129,
"2017-07-27 16:35:00-07",8.62,63.51,70,9,68.7,93,6.85,73.79,108,
"2017-07-27 16:40:00-07",8.5,62.16,61,7.2,68.84,61,5.1,73.27,59,
"2017-07-27 16:45:00-07",10.17,65.12,85,10.5,70.73,98,8.92,69.27,118,
"2017-07-27 16:50:00-07",6.2,64.73,74,8.27,69.57,95,5.87,74.55,103,
"2017-07-27 16:55:00-07",6.69,64.24,51,9.77,70.02,83,5.15,74.91,78,
"2017-07-27 17:00:00-07",7.73,61.71,79,10.47,67.85,117,7.53,72.27,124,
"2017-07-27 17:05:00-07",7.29,64.3,30,9.86,68.68,44,8.57,74.32,62,
"2017-07-27 17:10:00-07",9.33,62.37,90,10,64.44,124,9.13,72.84,157,
"2017-07-27 17:15:00-07",11.23,61.99,97,8.69,71.01,84,8.46,70.42,117,
"2017-07-27 17:20:00-07",7.87,64.82,89,9.27,68.43,116,9.33,72.41,148,
"2017-07-27 17:25:00-07",8.15,65.8,79,10.08,70.77,114,7.69,75.06,115,
"2017-07-27 17:30:00-07",8.13,65.06,71,7.73,71.23,104,6.87,74.21,117,
"2017-07-27 17:35:00-07",6.54,63.48,71,8.38,70.21,90,6.23,73.48,98,
"2017-07-27 17:40:00-07",7.47,65.67,78,7.8,70.26,104,5.07,74,96,
"2017-07-27 17:45:00-07",9.08,65.24,68,8.46,68.92,87,6.62,73.27,101,
"2017-07-27 17:50:00-07",10.13,63.39,90,9.6,67.99,117,7.47,72.01,128,
"2017-07-27 17:55:00-07",11.92,62.62,107,10.69,66.82,119,10.31,70.26,145,
"2017-07-27 18:00:00-07",6,64.97,65,8.93,69.91,116,6,73.98,103,
"2017-07-27 18:05:00-07",9,61.56,63,7.85,69.27,90,7.15,71.45,106,
"2017-07-27 18:10:00-07",6.8,66,57,10.7,70.2,79,7.4,71.14,81,
"2017-07-27 18:15:00-07",6.08,65.53,51,10,68.93,82,7.83,73.18,108,
"2017-07-27 18:20:00-07",7.47,64.18,68,7.6,70.88,102,5.2,74.78,100,
"2017-07-27 18:25:00-07",7.85,61.85,67,11.92,68.13,105,7.62,73.09,108,
"2017-07-27 18:30:00-07",8.8,64.12,77,6.73,70.01,85,4.93,72.24,87,
"2017-07-27 18:35:00-07",6.54,64.38,55,7.62,69.18,76,5.23,74.05,78,
"2017-07-27 18:40:00-07",10,63.29,92,10,69.24,107,6.93,73.3,116,
"2017-07-27 18:45:00-07",9.85,63.81,62,10.08,68.2,98,6.62,71.48,93,
"2017-07-27 18:50:00-07",9,62.45,69,8.2,68.69,93,6.87,70.77,106,
"2017-07-27 18:55:00-07",10.38,61.76,82,11.77,67.33,91,7,72.99,99,
"2017-07-27 19:10:00-07",5.93,64.49,69,7.67,70.95,103,6.27,74.89,109,
"2017-07-27 19:15:00-07",12.38,61.77,73,7.31,69.84,75,5.54,73.25,91,
"2017-07-27 19:20:00-07",6,64.92,62,7.33,70.37,81,4.2,74.65,79,
"2017-07-27 19:25:00-07",8.62,59.97,63,9.85,68.41,92,5.23,73.77,82,
"2017-07-27 19:30:00-07",7.8,62.86,70,9.67,66.13,92,4.07,71.34,73,
"2017-07-27 19:35:00-07",9,63.15,60,8.92,67.68,82,5.62,73.22,87,
"2017-07-27 19:40:00-07",7.47,62.93,74,9.33,66.57,92,5.2,72.75,93,
"2017-07-27 19:45:00-07",6.54,59.73,48,7.85,68.56,63,4.46,71.93,67,
"2017-07-27 19:50:00-07",9,60.74,70,7.33,67.3,88,4.73,73.62,81,
"2017-07-27 19:55:00-07",6.46,65.29,48,5.92,70.43,63,3.69,73.09,58,
"2017-07-27 20:00:00-07",6.6,62.82,60,10.13,69.37,84,3.87,73.39,74,
"2017-07-27 20:05:00-07",8.08,63.71,59,7.62,69.71,68,4.31,74.24,71,
"2017-07-27 20:10:00-07",6.93,63.9,77,7.93,68.89,97,4.67,73.14,86,
"2017-07-27 20:15:00-07",7.62,64.45,47,7.31,68.89,70,4.92,73.32,77,
"2017-07-27 20:20:00-07",3.93,65.5,54,5.6,70.38,72,3.2,74.83,64,
"2017-07-27 22:35:00-07",4,63.68,19,3.75,67.77,22,1.63,71.63,19,
"2017-07-27 22:40:00-07",4.6,63.83,42,4.67,67.83,63,1.67,72.38,34,
"2017-07-27 22:45:00-07",3.77,60.86,21,4,67,40,1.38,73.5,30,
"2017-07-27 22:50:00-07",2.73,60.35,23,3.6,68.5,36,2.8,71.25,51,
"2017-07-27 22:55:00-07",2.08,66,15,3.08,70.22,37,0.92,74.32,22,
"2017-07-27 23:00:00-07",5.13,64.66,41,3.47,68.57,42,0.67,72.73,15,
"2017-07-27 23:05:00-07",6.15,63.56,41,1.15,68.31,26,1.54,72.43,28,
"2017-07-27 23:10:00-07",6.47,60.06,35,2.27,67.83,30,1,68.47,17,
"2017-07-27 23:15:00-07",4.31,60.93,27,3.08,69.45,29,0.23,72.33,9,
"2017-07-27 23:20:00-07",3.93,64.41,32,2.67,69.04,23,0.4,71.94,17,
"2017-07-27 23:25:00-07",3.38,61.43,14,3.08,71.48,29,2.38,68.5,38,
"2017-07-27 23:30:00-07",4.53,64.42,26,2.33,69.23,31,0.47,74.81,16,
"2017-07-27 23:35:00-07",3.23,60.69,16,1.38,69.83,23,0.46,73.56,16,
"2017-07-27 23:40:00-07",3.2,61.95,19,2.6,70.85,20,0.2,75.69,13,
"2017-07-27 23:45:00-07",3.69,65.4,20,1.46,72.59,22,0.31,74.85,13,
"2017-07-27 23:50:00-07",2.67,64.75,20,1.53,69.48,21,0,73.13,8,
"2017-07-27 23:55:00-07",2.62,62,18,0.69,69.64,14,0,76.25,4,
"2017-07-28 00:00:00-07",5.07,64.91,23,1.67,69.21,29,0.27,73,10,
"2017-07-28 00:05:00-07",3.75,47.37,19,0.5,69,14,0.67,70,12,
"2017-07-28 00:10:00-07",3.13,61.33,21,2.13,70.5,22,0,69.9,10,
"2017-07-28 00:15:00-07",4.23,64.89,19,1.38,64.17,12,0,75,1,
"2017-07-28 00:20:00-07",3.47,63.29,17,0.33,72.38,16,0.13,70,3,
"2017-07-28 00:25:00-07",2.31,47.6,15,3.15,65.17,24,0.23,67.8,5,
"2017-07-28 00:30:00-07",3,64.82,22,1.73,66.81,16,0.07,55.88,8,
"2017-07-28 00:35:00-07",1.92,56.45,11,1.08,69.25,12,0.08,73,2,
"2017-07-28 00:40:00-07",2.47,64.45,20,0.8,67.5,14,0.2,77.91,11,
"2017-07-28 00:45:00-07",4.46,62.76,17,1.15,70.67,12,0,71.5,2,
"2017-07-28 00:50:00-07",4.13,63.92,24,1,70.3,20,0.13,71.25,4,
"2017-07-28 00:55:00-07",1.85,60,10,1.23,69.44,9,0.54,67.8,10,
"2017-07-28 01:00:00-07",1,58.33,6,6.67,49.95,19,0.6,54.5,8,
"2017-07-28 01:05:00-07",3.77,56.83,12,2.38,46.73,15,0.69,70.27,11,
"2017-07-28 01:10:00-07",1.73,59.1,10,1.73,67.94,16,0.47,73.73,11,
"2017-07-28 01:15:00-07",2.69,63.82,11,0.85,71.46,13,0.15,76.67,6,
"2017-07-28 01:20:00-07",1.6,63.08,12,5.53,61.61,28,0.8,65.73,11,
"2017-07-28 01:25:00-07",2.62,59.39,18,1.85,68.38,24,0,73,3,
"2017-07-28 01:30:00-07",1.53,62.53,15,2.33,66.16,19,0.07,78,3,
"2017-07-28 01:35:00-07",3.77,62.5,16,0.46,68.57,7,0,81,1,
"2017-07-28 01:40:00-07",4.67,60.21,24,1.4,65.64,11,0.13,71.8,5,
"2017-07-28 01:45:00-07",1.31,71.67,9,1.62,67.2,10,0,82,1,
"2017-07-28 01:50:00-07",1.47,46.13,8,0.87,66.11,9,0.13,73.67,6,
"2017-07-28 01:55:00-07",3,61.14,14,1.15,67.36,11,0,78.8,5,
"2017-07-28 02:00:00-07",2.67,61.62,13,0.67,66.38,8,0,75,1,
"2017-07-28 02:05:00-07",2,65.13,15,1.31,68.86,14,0.23,74.6,5,
"2017-07-28 02:10:00-07",5.93,64.73,26,0.73,69.11,9,0,73,2,
"2017-07-28 02:15:00-07",3.77,63.83,23,1,71,12,0,73.67,6,
"2017-07-28 02:20:00-07",3.47,62.6,15,1.2,67.9,10,0,68.4,5,
"2017-07-28 02:25:00-07",0.71,60.33,3,0.71,68,3,0,98,1,
"2017-07-28 02:30:00-07",3.27,62.68,19,1.13,70,15,0,87,2,
"2017-07-28 02:35:00-07",5.69,60.82,22,2.54,67.46,13,0,73.67,3,
"2017-07-28 02:40:00-07",4,60.52,27,2.67,68.78,18,0.33,75.86,7,
"2017-07-28 02:45:00-07",1.46,69.14,7,0.38,71,4,0,75.63,8,
"2017-07-28 02:50:00-07",3.53,55.32,19,2.2,69.85,26,0.07,70.86,7,
"2017-07-28 02:55:00-07",2.08,66.46,13,0.08,71.33,6,0,72,1,
"2017-07-28 03:00:00-07",1.53,57.82,11,0.73,64,6,0,,0,
"2017-07-28 03:05:00-07",1.77,54.46,13,0,71,2,0,,0,
"2017-07-28 03:10:00-07",0.5,63,4,0,62,2,0,,0,
"2017-07-28 03:15:00-07",1.08,60.5,12,1,67.78,9,0,,0,
"2017-07-28 03:20:00-07",1.93,62.88,17,1.93,72,24,1.07,63.05,20,
"2017-07-28 03:25:00-07",13.62,59.71,51,9.31,65.49,49,4.38,68.98,50,
"2017-07-28 03:30:00-07",5.2,61.79,24,1.6,69.19,27,0.27,73.17,12,
"2017-07-28 03:35:00-07",2.23,51.9,10,3.15,69.96,25,0.23,72.56,9,
"2017-07-28 03:40:00-07",2.13,62.11,18,2.07,69.58,26,0.2,79.08,12,
"2017-07-28 03:45:00-07",5,59.05,21,2.08,70.67,24,0.31,74.53,15,
"2017-07-28 03:50:00-07",5.33,60.65,31,2.4,70.69,32,0.6,74.94,16,
"2017-07-28 03:55:00-07",2.38,64.59,17,1.31,69.07,15,0.15,73.11,9,
"2017-07-28 04:00:00-07",1.67,54.45,11,1.87,73.46,24,0.4,72.53,17,
"2017-07-28 04:05:00-07",3.15,63,17,3.15,69.17,29,0.46,76.38,13,
"2017-07-28 04:10:00-07",3,64.42,31,2.27,72.79,34,0.67,74.89,19,
"2017-07-28 04:15:00-07",2.85,60.14,14,2,70.36,22,0.92,73.92,26,
"2017-07-28 04:20:00-07",3.87,64.19,27,4.73,70.9,48,0.27,77.37,19,
"2017-07-28 04:25:00-07",3.69,63.25,20,6.38,70.58,43,2.62,75.15,47,
"2017-07-28 04:30:00-07",6.33,66.82,44,6.67,69.44,57,2.87,75.98,54,
"2017-07-28 04:35:00-07",6,62.75,36,4.77,71.05,58,1.77,75.18,38,
"2017-07-28 04:40:00-07",4.67,66.28,40,2.73,73.36,44,1.53,75.28,36,
"2017-07-28 04:45:00-07",3.85,66.44,25,5.92,70.31,55,3.85,73.08,61,
"2017-07-28 04:50:00-07",7,64.02,46,5.6,72.06,62,5.13,74.2,86,
"2017-07-28 04:55:00-07",5.15,65.44,25,4.54,71.4,40,3.08,75.39,51,
"2017-07-28 05:00:00-07",3.8,66.14,35,3.8,71.4,50,3.33,74.55,64,
"2017-07-28 05:05:00-07",6.08,63.64,39,4.92,70.6,53,2.77,73.3,46,
"2017-07-28 05:10:00-07",5.87,63.68,44,7.27,69.82,73,3.67,73.12,68,
"2017-07-28 05:15:00-07",5.38,65.02,44,6.08,72.86,71,5.62,72.3,84,
"2017-07-28 05:20:00-07",8.07,61.45,67,7.27,68.78,86,5.87,74.36,102,
"2017-07-28 05:25:00-07",8.62,64.63,59,9.08,69.41,78,8.77,73.41,128,
"2017-07-28 05:30:00-07",9.4,63.56,68,8.8,71.51,93,7.33,69.97,125,
"2017-07-28 05:35:00-07",6.92,63.33,52,9.46,69.99,101,9.38,72.57,141,
"2017-07-28 05:40:00-07",9,61.91,68,9.8,69.04,103,10.27,69.64,158,
"2017-07-28 05:45:00-07",7.15,59.56,61,10.38,68.59,103,10,71.32,139,
"2017-07-28 05:50:00-07",9.53,63.92,79,10.4,68.18,104,10,71.77,163,
"2017-07-28 05:55:00-07",7.62,66.14,58,11.54,67.91,105,11.23,70.71,152,
"2017-07-28 06:00:00-07",7.4,65.26,77,11.47,66.48,126,12.87,70.35,195,
"2017-07-28 06:05:00-07",13.62,61.25,89,10.54,67.21,103,10.31,72,144,
"2017-07-28 06:10:00-07",13.4,57.89,96,10,66.93,122,11.13,69.81,175,
"2017-07-28 06:15:00-07",12.69,58.23,96,12.23,64.51,107,11,66.36,148,
"2017-07-28 06:20:00-07",24.67,33.26,125,21.47,38.82,126,20.47,35.38,171,
"2017-07-28 06:25:00-07",25.46,32.8,107,23.15,36.18,109,24.23,32.61,127,
"2017-07-28 06:30:00-07",19.27,42.58,125,20.33,44.6,132,16.47,42.58,148,
"2017-07-28 06:35:00-07",16.85,47.52,97,16.23,52.52,119,13.38,54.64,146,
"2017-07-28 06:40:00-07",16.87,49.52,134,17.67,52.2,137,14.33,55.88,185,
"2017-07-28 06:45:00-07",20.54,47.56,112,14.08,54.41,97,12.54,57.17,139,
"2017-07-28 06:50:00-07",12.67,56.34,114,14.73,56.84,125,12.07,60.71,157,
"2017-07-28 06:55:00-07",11.08,61.95,78,12.62,65.71,109,9.92,67.11,133,
"2017-07-28 07:00:00-07",11.47,62.82,95,11.4,66.78,120,7.07,71.55,124,
"2017-07-28 07:05:00-07",10.38,61.09,81,8.38,68.44,96,7.46,70.57,99,
"2017-07-28 07:10:00-07",11.33,60.49,95,9.33,68.3,112,6.53,71.62,116,
