starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol,lane_r_1_vol
"2017-07-15 05:40:00-07",2.27,64.67,30,4.67,72.11,62,2.13,77.14,42,
"2017-07-15 05:45:00-07",5,66.81,37,4.64,72.34,53,1.5,77.46,35,
"2017-07-15 05:50:00-07",4.2,63.26,27,2.8,71.26,43,2.07,74.83,36,
"2017-07-15 05:55:00-07",3,66.04,25,3.43,73.86,51,1.64,77.88,34,
"2017-07-15 06:00:00-07",3.56,66.46,13,1.44,71.94,17,0.56,73.22,9,
"2017-07-15 06:05:00-07",3.64,67.69,29,3.43,71.31,51,1,75.2,30,
"2017-07-15 06:10:00-07",3.89,65.61,18,4.89,72.95,37,2.56,74.84,32,
"2017-07-15 06:15:00-07",3.36,65.97,29,3.43,70.68,40,1.79,73.06,35,
"2017-07-15 06:20:00-07",2.4,68.08,24,2.8,71.91,44,2.33,75.71,48,
"2017-07-15 06:25:00-07",2.29,69.31,32,2.71,72.5,44,1.07,76.41,29,
"2017-07-15 06:30:00-07",7.87,64.82,60,5.27,71.54,65,3.53,74.3,66,
"2017-07-15 06:35:00-07",3.71,66.22,41,5.43,70.34,68,3.5,74.83,58,
"2017-07-15 06:40:00-07",2.53,66.46,26,5.2,71.88,64,2,72.53,45,
"2017-07-15 06:45:00-07",3.5,67.81,31,2.57,73.45,42,1.93,74.14,36,
"2017-07-15 06:50:00-07",4.33,67.07,45,6.6,71.81,86,2.4,74.19,43,
"2017-07-15 06:55:00-07",4.86,67.51,49,5.14,72.54,59,1.29,74.06,33,
"2017-07-15 07:00:00-07",3.93,65.3,33,3.8,73.31,51,2.93,73.62,52,
"2017-07-15 07:05:00-07",4.5,65.58,19,6.75,70,39,2.25,77.23,26,
"2017-07-15 07:10:00-07",5.73,65.73,56,4.6,73.28,64,2.2,70.72,47,
"2017-07-15 07:15:00-07",5.57,68.09,47,4.93,74.62,63,2,78.05,42,
"2017-07-15 07:20:00-07",5.33,61.93,46,6.8,70.09,69,3.6,72.27,60,
"2017-07-15 07:25:00-07",5.57,65.26,53,6.86,70.6,77,3.79,74.11,65,
"2017-07-15 07:30:00-07",4.87,65.47,60,7.4,69.81,75,3,70.22,58,
"2017-07-15 07:35:00-07",7.14,62.66,56,6.43,68.39,69,2.79,73.85,52,
"2017-07-15 07:40:00-07",6.87,64.95,58,7.87,69.19,84,4.27,73.2,82,
"2017-07-15 07:45:00-07",6,64.83,60,7.21,68.53,86,4.93,73.52,85,
"2017-07-15 07:50:00-07",6.44,66.86,44,8.67,69,47,4.33,72.63,48,
"2017-07-15 07:55:00-07",7.14,65.18,56,5.86,72.76,87,2.86,78.16,49,
"2017-07-15 08:00:00-07",5.67,67.15,54,8.13,69.11,101,5,73.79,82,
"2017-07-15 08:05:00-07",5.36,65.02,55,6.86,70.04,80,4.07,75.81,69,
"2017-07-15 08:10:00-07",4.8,68.24,59,6.33,71.09,88,4.6,73.75,81,
"2017-07-15 08:15:00-07",6.21,64.91,66,6.64,70.56,86,5.14,75.17,81,
"2017-07-15 08:20:00-07",5,64.33,54,7,69.54,93,3.27,72.81,57,
"2017-07-15 08:25:00-07",6.25,68.1,41,9.38,69.44,57,7.5,72.67,66,
"2017-07-15 08:30:00-07",7.4,64.57,58,5.87,69.47,81,4.73,71.58,78,
"2017-07-15 08:35:00-07",6.86,64.32,72,8.64,69.38,91,7.14,71.53,117,
"2017-07-15 08:40:00-07",7.47,62.84,83,9.2,67.79,106,8,73.62,139,
"2017-07-15 08:45:00-07",8.07,64.23,78,10.5,67.58,111,5.79,72.72,95,
"2017-07-15 08:50:00-07",7.4,62.54,67,8.2,69.04,104,6.53,73.46,112,
"2017-07-15 08:55:00-07",8.29,61.63,65,6.71,69.37,86,6.43,72.75,101,
"2017-07-15 09:00:00-07",6.33,63.96,74,7.4,70.34,101,5.53,72.4,96,
"2017-07-15 09:05:00-07",8.13,66.74,43,8.88,70.3,61,8.5,72.37,70,
"2017-07-15 09:10:00-07",10.93,60.24,107,9.6,68.47,103,4.2,72.63,82,
"2017-07-15 09:15:00-07",6.93,64.79,75,9.14,69.98,106,5,73.33,79,
"2017-07-15 09:20:00-07",6.53,67.25,85,7.07,70.65,100,5.6,74.11,99,
"2017-07-15 09:25:00-07",9.5,64.07,88,8.64,68.91,113,6.43,73.94,108,
"2017-07-15 09:30:00-07",6.87,64.3,77,10.47,68.89,124,7.87,70.98,128,
"2017-07-15 09:35:00-07",13.07,60.82,119,10.79,68.63,115,9.29,70.14,142,
"2017-07-15 09:40:00-07",7.13,63.64,84,10,67.97,118,8.33,71.87,142,
"2017-07-15 09:45:00-07",9.14,63.36,89,8.93,70.85,109,7.14,73.95,116,
"2017-07-15 09:50:00-07",9.8,61.93,108,9.87,67.64,101,7.13,71.72,121,
"2017-07-15 09:55:00-07",8.71,63.29,86,9.21,68.06,123,9.36,70.84,140,
"2017-07-15 10:00:00-07",8.33,63.61,105,8.8,70.38,118,7.33,72.86,126,
"2017-07-15 10:05:00-07",9.79,61.39,95,10.86,66.45,116,7.93,70.94,126,
"2017-07-15 10:10:00-07",7.53,64.06,94,9.93,68.74,132,8.33,70.28,138,
"2017-07-15 10:15:00-07",7.64,60.32,77,10.21,67.5,105,7.07,72.32,110,
"2017-07-15 10:20:00-07",12.27,60.33,103,11.07,66.02,122,11.13,68.77,171,
"2017-07-15 10:25:00-07",12.79,58.59,106,11.29,66.04,127,9.86,70.26,142,
"2017-07-15 10:30:00-07",11.2,58.96,112,10.8,65.76,125,9.53,70.66,154,
"2017-07-15 10:35:00-07",9.43,61.11,80,11.29,66.99,126,7.57,71.88,118,
"2017-07-15 10:40:00-07",9.87,61.94,108,11.07,66.28,134,9.6,68.67,153,
"2017-07-15 10:45:00-07",8.57,62.88,96,9.93,68.45,120,9.71,70.28,141,
"2017-07-15 10:50:00-07",12.2,60.3,124,11.8,66.39,123,9.93,71.26,157,
"2017-07-15 10:55:00-07",9.07,62.7,97,10.79,67.34,117,8.93,71.36,134,
"2017-07-15 11:00:00-07",10.67,60.76,120,12.87,64.96,144,9.07,69.74,145,
"2017-07-15 11:05:00-07",8.25,62.71,52,11.25,65.45,75,9.13,72.02,81,
"2017-07-15 11:10:00-07",11.09,55.52,75,12.73,63.95,116,11.18,67.65,123,
"2017-07-15 11:15:00-07",11.25,56.82,90,11.58,63.23,110,13.17,65.3,150,
"2017-07-15 11:20:00-07",16.73,57.48,110,10.73,63.33,101,11.55,64.91,121,
"2017-07-15 11:25:00-07",28.5,27.73,104,22,31.48,86,18.33,32.94,109,
"2017-07-15 11:30:00-07",30.53,26.58,125,24.27,29.49,138,18.27,33.1,143,
"2017-07-15 11:35:00-07",24.07,31.62,119,21.71,33.27,113,19,35.22,133,
"2017-07-15 11:40:00-07",28.93,27.97,142,19.13,32.02,120,18,35.53,137,
"2017-07-15 11:45:00-07",28.86,30.16,138,19.79,35.74,120,16.57,38.86,136,
"2017-07-15 11:50:00-07",19.09,42.93,109,17.36,43.22,94,18.18,41.51,120,
"2017-07-15 11:55:00-07",10.75,59.74,92,12.5,63.39,109,7,67.22,88,
"2017-07-15 12:00:00-07",12.87,60.84,117,11.8,65.34,137,8.53,69.12,140,
"2017-07-15 12:05:00-07",8.57,58.7,73,8.07,67.26,99,6.36,71.09,98,
"2017-07-15 12:10:00-07",14.8,55.58,137,12.33,64.27,139,11.27,68.64,162,
"2017-07-15 12:15:00-07",13.64,57.91,137,13.07,65.41,128,6.36,69.34,105,
"2017-07-15 12:20:00-07",14.2,58.46,140,12.07,61.17,135,10.93,66.39,161,
"2017-07-15 12:25:00-07",10,58.95,105,9.57,66.84,117,6.43,70.31,97,
"2017-07-15 12:30:00-07",28.53,26.87,115,24.4,33.1,115,21,35.67,132,
"2017-07-15 12:35:00-07",30.79,27.01,136,20.71,33.35,127,15.43,35.81,119,
"2017-07-15 12:40:00-07",25.47,28.8,135,20.13,35.13,128,14.93,38.21,129,
"2017-07-15 12:45:00-07",25.64,30.81,136,20.64,36.09,121,16.36,40.1,133,
"2017-07-15 12:50:00-07",17,48.96,125,15,56.32,148,12.6,55.53,150,
"2017-07-15 12:55:00-07",12.64,55.73,118,12.93,62.74,122,9.21,68.17,135,
"2017-07-15 13:00:00-07",13.47,51.15,123,10.8,60.25,120,8.2,66.29,129,
"2017-07-15 13:05:00-07",13.29,54.13,118,10.14,61.58,110,7.07,67.77,99,
"2017-07-15 13:10:00-07",10.67,58.36,117,9.33,64.89,119,7.73,68.33,126,
"2017-07-15 13:15:00-07",12.07,60.23,123,8.64,64.15,101,7.93,66.35,119,
"2017-07-15 13:20:00-07",7.8,61.32,77,10.87,62.64,128,7.07,66.06,106,
"2017-07-15 13:25:00-07",14.64,57.47,133,12.71,62.35,136,10.57,65.75,142,
"2017-07-15 13:30:00-07",22,40.16,114,20.73,35.94,125,18.87,38.65,145,
"2017-07-15 13:35:00-07",32.21,23.72,112,22.29,31.5,111,17.43,33.27,117,
"2017-07-15 13:40:00-07",27,22.05,81,31.82,23.09,88,20.55,26.42,85,
"2017-07-15 13:45:00-07",28.17,25.77,106,26.75,24.67,87,21.33,28.83,99,
"2017-07-15 13:50:00-07",28.6,29.13,130,21.8,32.57,124,18.33,35.99,132,
"2017-07-15 13:55:00-07",30.93,25.84,118,22.29,29.9,115,16.43,32.25,112,
"2017-07-15 14:00:00-07",25.73,27.4,115,24.93,30.29,139,16.33,32.02,121,
"2017-07-15 14:05:00-07",30.57,25.42,109,21.64,31.23,114,19.93,32.91,141,
"2017-07-15 14:10:00-07",25.91,27.35,96,23.36,31.06,94,16.64,33,91,
"2017-07-15 14:15:00-07",28.75,27.75,99,20.58,33.3,96,16.33,36.14,107,
"2017-07-15 14:20:00-07",22,31.49,117,16.4,31.9,101,17.2,36.36,135,
"2017-07-15 14:25:00-07",8.79,58.93,89,10.36,61.81,114,9,64.76,112,
"2017-07-15 14:30:00-07",8.6,64.83,98,10.4,67.41,123,9.2,70.33,146,
"2017-07-15 14:35:00-07",10.79,60.12,105,10.71,65.91,122,7.07,69.13,110,
"2017-07-15 14:40:00-07",12.93,59.4,118,11.4,65.3,125,9.6,70.4,149,
"2017-07-15 14:45:00-07",13.14,54.68,114,10.43,63.37,122,10.14,66.54,147,
"2017-07-15 14:50:00-07",8.27,61.9,104,11.2,66.53,128,9.73,70.13,150,
"2017-07-15 14:55:00-07",10.13,63.05,63,9.75,68.58,72,8.38,69.16,75,
"2017-07-15 15:00:00-07",9.8,62.05,104,9.6,69.59,127,6.27,72.85,109,
"2017-07-15 15:05:00-07",11.5,58.02,118,12.64,63.11,133,9.93,66.43,136,
"2017-07-15 15:10:00-07",26,27.12,86,22.2,29.3,81,21.3,30.55,89,
"2017-07-15 15:15:00-07",25.71,32.47,131,18.5,34.49,110,16.43,35.09,121,
"2017-07-15 15:20:00-07",28.07,28.08,133,20.87,31.98,126,19.73,34.03,152,
"2017-07-15 15:25:00-07",27.79,25.15,118,22.29,31.84,129,15.5,36.72,116,
"2017-07-15 15:30:00-07",27.27,26.3,133,21.07,33.28,123,17.13,36.48,143,
"2017-07-15 15:35:00-07",23.64,31.03,121,19,34.06,104,15.57,36.28,120,
"2017-07-15 15:40:00-07",26.47,29.79,128,23.4,31.31,129,18.13,32.91,138,
"2017-07-15 15:45:00-07",26,32.13,127,18.14,35.2,115,16.07,35.94,118,
"2017-07-15 15:50:00-07",13.8,49.73,115,13.73,54.06,125,13.33,57.12,156,
"2017-07-15 15:55:00-07",9.5,62.98,104,11.14,68.02,128,8.71,70.93,133,
"2017-07-15 16:00:00-07",11.87,60.57,130,10.6,66.65,118,9.73,69.01,155,
"2017-07-15 16:05:00-07",12.14,56.12,113,13.07,63.35,139,10.5,67.3,152,
"2017-07-15 16:10:00-07",10.67,54.66,96,12.67,61.73,131,10.73,65.33,152,
"2017-07-15 16:15:00-07",11.86,54.38,111,12.14,62.3,118,11,62.48,141,
"2017-07-15 16:20:00-07",13.27,46.41,111,16.2,46.43,129,16.87,45.8,147,
"2017-07-15 16:25:00-07",9.86,63.64,102,11.07,67.71,131,7.57,72.61,129,
"2017-07-15 16:30:00-07",10,57.32,100,9.4,66.98,121,7.53,69.87,124,
"2017-07-15 16:35:00-07",10.79,55.72,115,10.64,64.1,124,7.57,70.17,117,
"2017-07-15 16:40:00-07",11.53,60.23,105,11.4,65.81,139,9.47,68.95,150,
"2017-07-15 16:45:00-07",10.07,61.97,112,10,68.07,119,8.21,69.47,128,
"2017-07-15 16:50:00-07",9,65.03,103,11.33,68.96,139,7.87,70.55,133,
"2017-07-15 16:55:00-07",10,59.86,94,9.29,67.36,117,9.36,70.62,138,
"2017-07-15 17:00:00-07",10.73,61.42,104,10.67,66.58,131,10.6,70.12,170,
"2017-07-15 17:05:00-07",5.75,65.29,34,7.63,68.67,60,6.75,73.17,65,
"2017-07-15 17:10:00-07",10.6,60,36,13,64.51,39,8.6,70.21,48,
"2017-07-15 17:15:00-07",7.5,66.58,65,10.25,68.91,106,7.92,72.55,99,
"2017-07-15 17:20:00-07",6.64,62.33,49,11.18,66.04,101,10.45,69.26,125,
"2017-07-15 17:25:00-07",9.67,60.92,84,9.83,67.9,107,8.92,72.38,121,
"2017-07-15 17:30:00-07",8,63.92,86,9.6,66.95,126,7.53,68.34,120,
"2017-07-15 17:35:00-07",9.86,64.22,103,12.36,66.27,152,9.14,71.57,141,
"2017-07-15 17:40:00-07",8.27,63.88,90,10.13,71.53,129,7.47,71.02,130,
"2017-07-15 17:45:00-07",8.5,61.34,90,8.29,69.18,109,6.29,71.51,98,
"2017-07-15 17:50:00-07",7.93,65.89,91,7.93,70.24,114,5.93,73.81,100,
"2017-07-15 17:55:00-07",9.5,61.9,96,8.93,68.37,112,8.21,71.09,123,
"2017-07-15 18:00:00-07",6.87,63.18,85,9,68.98,125,6.33,72.48,105,
"2017-07-15 18:05:00-07",8,62.87,79,9.07,68.21,110,7.64,72.24,112,
"2017-07-15 18:10:00-07",7.93,64.73,92,8.27,69.23,116,6.67,72.96,112,
"2017-07-15 18:15:00-07",8.79,59.65,77,7.79,67.38,94,7.29,69.3,114,
"2017-07-15 18:20:00-07",8.27,62.31,96,7.2,69.69,108,5.67,72.78,100,
"2017-07-15 18:25:00-07",7.5,63.55,83,7.79,68.14,98,5.64,73.24,95,
"2017-07-15 18:30:00-07",6.67,64.6,86,9.27,69.23,109,6,74.43,115,
"2017-07-15 18:35:00-07",7.07,62.69,74,10.14,67.9,118,6.79,72.03,107,
"2017-07-15 18:40:00-07",6.67,60.57,65,7.07,68.1,86,7.53,71.67,128,
"2017-07-15 18:45:00-07",8.21,63.91,97,8.5,70.3,108,8.07,72.47,126,
"2017-07-15 18:50:00-07",8.13,63.13,85,9.73,67.88,112,8.47,71.75,141,
"2017-07-15 18:55:00-07",6.5,63.7,79,7.79,68.91,95,5.79,71.88,89,
"2017-07-15 19:00:00-07",8.6,58.94,95,8.73,68.36,107,6.2,72.54,100,
"2017-07-15 19:05:00-07",6,63.54,65,9,69.06,113,5.29,72.5,84,
"2017-07-15 19:10:00-07",7.87,63.74,87,7.8,69.53,103,4.47,73.79,81,
"2017-07-15 19:15:00-07",8.07,63.11,70,8.86,70.35,104,7.43,72.73,111,
"2017-07-15 19:20:00-07",7.47,63.69,83,9.73,68.54,109,6.87,72.9,115,
"2017-07-15 19:25:00-07",8.36,63.66,87,7.5,68.75,97,5.43,73.82,93,
"2017-07-15 19:30:00-07",5.73,67.61,79,6.13,71.58,92,3.6,74.35,74,
"2017-07-15 19:35:00-07",9.14,61.46,65,7.21,68.52,96,4.86,72.8,82,
"2017-07-15 19:40:00-07",6.87,63.94,86,8.33,68.3,99,4.2,72.31,75,
"2017-07-15 19:45:00-07",4.64,67.55,69,5.79,70.22,69,3.43,75.25,56,
"2017-07-15 19:50:00-07",7,63.76,78,7.4,69.11,112,6.73,72.63,108,
"2017-07-15 19:55:00-07",5.36,64.75,56,8.43,67.67,107,6.64,72.18,104,
"2017-07-15 20:00:00-07",7.47,62.32,88,8.47,66.93,86,6.13,72.9,105,
"2017-07-15 20:05:00-07",6,63.39,67,6.43,67.29,76,3.5,73.89,65,
"2017-07-15 20:10:00-07",6.8,64.1,80,5.73,69.58,90,3.73,74,69,
"2017-07-15 20:15:00-07",6.14,64.74,70,5.14,70.13,68,2.71,74.14,51,
"2017-07-15 20:20:00-07",7.13,63.27,93,7.6,67.07,105,5.4,71.33,97,
"2017-07-15 20:25:00-07",6.86,61.36,70,9.5,67.96,112,4.86,72.06,83,
"2017-07-15 20:30:00-07",6.6,63.21,68,8.73,68.12,106,5.27,72.55,89,
"2017-07-15 20:35:00-07",7,62.54,65,5.43,69.63,71,3.86,73.29,65,
"2017-07-15 20:40:00-07",7.09,59.45,66,10.18,65.46,89,5.55,68.14,66,
"2017-07-15 20:45:00-07",5.58,64.26,46,8.92,71.25,95,4.92,73.25,68,
"2017-07-15 20:50:00-07",5.47,65.41,75,7,68.01,94,4.67,71.85,81,
"2017-07-15 20:55:00-07",6.2,64.72,75,5.93,68.3,87,3.87,70,72,
"2017-07-15 21:00:00-07",6.47,61.22,60,7.47,68.01,93,4.73,71.73,80,
"2017-07-15 21:05:00-07",5.79,65.6,57,6.14,69.09,81,3.36,72.21,62,
"2017-07-15 21:10:00-07",6.09,61.64,44,6.73,64.69,58,3.91,70.87,54,
"2017-07-15 21:15:00-07",6,62.65,51,5.42,65.8,61,4.33,70.54,59,
"2017-07-15 21:20:00-07",4.93,62.93,61,5.33,65.69,72,3.47,71.41,63,
"2017-07-15 21:25:00-07",6.47,61.06,70,6.27,64.75,88,5.73,69.97,91,
"2017-07-15 21:30:00-07",4.27,62.21,53,6.67,66.15,87,4.6,69.7,80,
"2017-07-15 21:35:00-07",4.07,62.81,53,5.07,65.68,66,3.79,68.11,62,
"2017-07-15 21:40:00-07",5.07,63.75,51,7.33,66.31,83,4.8,68.82,79,
"2017-07-15 21:45:00-07",5.07,65.43,47,4.07,68.55,56,2.64,70.31,51,
"2017-07-15 21:50:00-07",6.27,63.55,58,6.67,68.75,80,4.4,68.76,75,
"2017-07-15 21:55:00-07",3.44,61.52,27,5.89,71.43,42,2.56,69.16,31,
"2017-07-15 22:00:00-07",4.27,66.09,54,5.53,69.19,73,3.73,70.99,68,
"2017-07-15 22:05:00-07",5.5,63.06,49,4,68.58,60,4.64,70.65,75,
"2017-07-15 22:10:00-07",2.87,59.02,49,6.6,70.73,77,3.13,68.21,57,
"2017-07-15 22:15:00-07",4.93,59,47,5.79,68.01,70,2.5,66.43,44,
"2017-07-15 22:20:00-07",4.73,65.12,52,4.27,68.86,72,2.87,71.2,56,
"2017-07-15 22:25:00-07",4,65.9,49,4.5,69.52,60,3,72.28,53,
"2017-07-15 22:30:00-07",3.53,62.39,46,4.2,68.6,57,2.4,70.7,46,
"2017-07-15 22:35:00-07",5,62.9,59,5.36,66.43,54,3.14,71.45,56,
"2017-07-15 22:40:00-07",3.6,63.66,44,5.13,66.96,74,1.93,70.02,43,
"2017-07-15 22:45:00-07",7.14,62.51,59,6.14,67.02,81,2.57,71.96,46,
"2017-07-15 22:50:00-07",3.07,63.92,36,3.87,68.61,62,3.47,71.57,61,
"2017-07-15 22:55:00-07",2.5,60.46,26,3.36,68.82,45,1.21,73.89,28,
"2017-07-15 23:00:00-07",4.53,65.98,51,3.33,68.54,50,1.93,71.49,43,
"2017-07-15 23:05:00-07",4.43,63.24,46,4.07,67.98,56,2.57,73.19,47,
"2017-07-15 23:10:00-07",3.33,66.77,47,4.13,68.08,61,2.07,71.9,42,
"2017-07-15 23:15:00-07",1,62.43,7,3.13,67.89,18,0.13,71,5,
"2017-07-15 23:20:00-07",2.2,58.59,29,3.93,70.15,48,1.67,71.75,36,
"2017-07-15 23:25:00-07",4.36,62.9,39,2.86,67.76,38,1.5,72.47,34,
"2017-07-15 23:30:00-07",2.8,64.77,31,1.27,68.5,30,0.13,73.55,11,
"2017-07-15 23:35:00-07",2.21,64,24,2.29,64.65,34,0.5,71.62,13,
"2017-07-15 23:40:00-07",3.07,63.71,38,3.27,68.73,48,0.87,72.22,23,
"2017-07-15 23:45:00-07",3.07,65.3,30,4.43,70.11,64,0.79,74.84,19,
"2017-07-15 23:50:00-07",3.2,67.61,36,3.2,70.93,46,1.2,70.88,34,
"2017-07-15 23:55:00-07",2.79,63.34,29,3.43,68.21,47,0.57,73.38,21,
"2017-07-16 00:00:00-07",2.53,60.9,30,2.33,66.66,41,0.93,73.23,22,
"2017-07-16 00:05:00-07",3.44,67.27,22,1.78,65.07,15,0.22,70.91,11,
"2017-07-16 00:10:00-07",2.33,66.88,8,0.5,71.33,9,0.33,74.4,5,
"2017-07-16 00:15:00-07",2.08,64.81,16,2.08,71.42,26,0.58,73,11,
"2017-07-16 00:20:00-07",2.8,65.26,23,1.07,70.74,23,0.2,67.67,15,
"2017-07-16 00:25:00-07",2.36,64.58,26,1.21,71.12,25,0.29,71.5,8,
"2017-07-16 00:30:00-07",2.4,61.11,28,2.8,69.24,45,0.27,70.27,11,
"2017-07-16 00:35:00-07",2.57,66.95,21,1.5,71.39,28,0.5,73.57,14,
"2017-07-16 00:40:00-07",1.67,65.32,22,1.13,68.15,27,0,74.67,3,
"2017-07-16 00:45:00-07",1.43,61,20,1.57,68.57,28,0.14,71.09,11,
"2017-07-16 00:50:00-07",2.2,64.79,29,1.4,65.61,23,0.27,73.82,11,
"2017-07-16 00:55:00-07",3.07,64.18,22,1.07,74.57,23,0,71,1,
"2017-07-16 01:00:00-07",0.2,71.57,7,1.67,69.69,29,0.07,72.75,4,
"2017-07-16 01:05:00-07",2.07,63.7,23,0.21,67.7,10,0.07,76.33,6,
"2017-07-16 01:10:00-07",1,67.44,9,0.27,69.43,7,0.18,78,4,
"2017-07-16 01:15:00-07",0.88,64.4,10,0.88,63.5,6,0.13,73,3,
"2017-07-16 01:20:00-07",1.4,65.58,19,0.53,61.44,18,0.2,62,12,
"2017-07-16 01:25:00-07",2.36,64.28,18,0.79,69.21,19,0,71.5,4,
"2017-07-16 01:30:00-07",0.73,67.89,9,0.27,68.25,8,0,62,1,
"2017-07-16 01:35:00-07",0.71,67,14,0.57,67.08,12,0.14,71.8,5,
"2017-07-16 01:40:00-07",1.47,65.93,15,1.07,68.75,16,0.07,71.33,3,
"2017-07-16 01:45:00-07",0.71,64.79,14,0.57,78.91,11,0.14,70.89,9,
"2017-07-16 01:50:00-07",0.67,56.53,15,0.6,70.82,17,0,70,1,
"2017-07-16 01:55:00-07",1.14,67.93,14,1.43,66.85,20,0.14,79.8,5,
"2017-07-16 02:00:00-07",2.27,53.67,12,1.07,67.6,20,0,67.33,3,
"2017-07-16 02:05:00-07",1.21,62.86,7,0.71,67.23,13,0,69.5,2,
"2017-07-16 02:10:00-07",0.53,68.82,17,0,51.13,8,0,73,6,
"2017-07-16 02:15:00-07",2.64,53,15,0.43,65.33,6,0,68.67,3,
"2017-07-16 02:20:00-07",2.27,64.6,15,0.8,68.08,13,0.27,73.25,8,
"2017-07-16 02:25:00-07",2.07,63.45,11,1.64,68.27,15,0.14,70.14,7,
"2017-07-16 02:30:00-07",1.73,64.3,10,0.27,73.83,12,0,81.8,5,
"2017-07-16 02:35:00-07",1.43,64.17,12,0.64,71.74,19,0,70.75,4,
"2017-07-16 02:40:00-07",2.6,56.29,17,1.13,66.8,10,0,76,1,
"2017-07-16 02:45:00-07",0.71,59.2,10,0.14,73.25,4,0,73,1,
"2017-07-16 02:50:00-07",0.87,67.91,11,0.8,70,9,0.07,81,7,
"2017-07-16 02:55:00-07",2.14,67.38,13,0.29,70.5,10,0.14,70.2,5,
"2017-07-16 03:00:00-07",0.33,62.6,5,0.27,69,8,0,86.67,3,
"2017-07-16 03:05:00-07",0.5,64,3,0.57,70.14,7,0,78.33,3,
"2017-07-16 03:10:00-07",1.27,66.08,12,0.27,67.25,8,0.2,55.44,9,
"2017-07-16 03:15:00-07",2.88,62,8,0.25,71.75,4,0,74,1,
"2017-07-16 03:20:00-07",1.2,64.55,11,0.2,74.2,10,0,73.8,5,
"2017-07-16 03:25:00-07",1.57,68.69,16,0.14,73.25,8,0,75.29,7,
"2017-07-16 03:30:00-07",1.36,70.11,9,0.55,71.86,7,0,79,3,
"2017-07-16 03:35:00-07",1.33,66.14,14,0.42,70.75,8,0,73.9,10,
"2017-07-16 03:40:00-07",2.13,60.94,17,0.67,60.39,18,0.13,75.33,6,
"2017-07-16 03:45:00-07",0.57,63.33,6,1,64,10,0,67,1,
"2017-07-16 03:50:00-07",1.8,67.38,16,1.13,70.33,24,0,72,2,
"2017-07-16 03:55:00-07",1.43,61.58,12,0.64,70.14,14,0,81,2,
"2017-07-16 04:00:00-07",1.27,64.65,17,1,65.54,13,0.13,74,5,
"2017-07-16 04:05:00-07",1.57,68.55,11,0.57,70.38,16,0.21,72.43,7,
"2017-07-16 04:10:00-07",1.6,66.86,14,1.13,72.36,25,0,,0,
"2017-07-16 04:15:00-07",0.71,64.67,9,0.36,71.5,14,0,74.33,3,
"2017-07-16 04:20:00-07",1.2,62.55,11,1.27,69.29,17,0.2,71.89,9,
"2017-07-16 04:25:00-07",3.64,65.78,18,1.07,65.07,15,0.36,74.13,8,
"2017-07-16 04:30:00-07",1.6,68.11,19,1.93,72.12,26,0,75,5,
"2017-07-16 04:35:00-07",1.36,65.31,13,1.57,72.84,19,0.14,60.4,10,
"2017-07-16 04:40:00-07",1.33,59.58,12,0.67,69.77,13,0.13,72.5,8,
"2017-07-16 04:45:00-07",1.79,63.64,11,0.43,64.38,16,0.29,73.25,8,
"2017-07-16 04:50:00-07",1.13,68.26,19,0.73,75.56,16,0.13,76,5,
"2017-07-16 04:55:00-07",0.93,65.91,11,0.86,72.62,21,0.14,74.8,5,
"2017-07-16 05:00:00-07",1.53,63.7,10,1.07,71.91,22,0.13,76.64,11,
"2017-07-16 05:05:00-07",1.07,67.15,13,0.36,70.25,12,0,56.8,5,
"2017-07-16 05:10:00-07",1.73,62.56,9,0.73,68.5,12,0.07,74.78,9,
"2017-07-16 05:15:00-07",1.25,68.4,10,2.13,75.8,15,0,77.75,4,
"2017-07-16 05:20:00-07",1.6,70.33,15,1.3,71,9,0,72.67,3,
"2017-07-16 05:25:00-07",4,65.95,21,0.86,73.5,20,0.57,72.46,13,
"2017-07-16 05:30:00-07",0.33,70.78,9,0.67,76,17,0.2,75.8,10,
"2017-07-16 05:35:00-07",3,62.32,22,1,73.4,25,0.07,79.14,7,
"2017-07-16 05:40:00-07",2,63.85,26,2.93,72.15,40,0.73,76.68,22,
"2017-07-16 05:45:00-07",2.38,69.6,10,1.25,73.44,9,0,74.67,3,
"2017-07-16 05:50:00-07",1.53,70.7,20,1.73,74.83,30,0.13,73,5,
"2017-07-16 05:55:00-07",2.57,49.37,19,1.43,73.92,24,0.36,75.33,9,
"2017-07-16 06:00:00-07",2.13,66.84,25,1.8,74.72,32,0.2,76.1,10,
"2017-07-16 06:05:00-07",1.64,60.77,13,0.57,72.83,18,0.07,77.2,5,
"2017-07-16 06:10:00-07",2.47,63.39,28,1.67,73.93,27,0.07,74.67,6,
"2017-07-16 06:15:00-07",4.5,66.33,12,2.25,75.79,24,0.25,79,8,
"2017-07-16 06:20:00-07",2.93,58.29,21,2,75.1,40,0.93,72.81,21,
"2017-07-16 06:25:00-07",3.14,65.95,22,1.43,74.66,29,0.21,78.82,11,
"2017-07-16 06:30:00-07",2.4,69.04,27,2.33,73.24,37,0.33,76.53,17,
"2017-07-16 06:35:00-07",3.57,66.72,32,3.07,73.98,44,0.29,76.38,13,
"2017-07-16 06:40:00-07",1.8,64.19,32,2.13,70.39,41,0.67,76.71,14,
