starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol
"2017-07-16 22:25:00-07",1.5,66.57,37,2.86,67.76,46,3.64,65.56,36
"2017-07-16 22:30:00-07",0.8,57,24,3.6,70.67,57,2.53,66.5,34
"2017-07-16 22:35:00-07",0.86,70,24,3.21,68.07,41,2.07,65.6,25
"2017-07-16 22:40:00-07",2.47,68.04,52,4.47,68.5,60,5.27,61.16,37
"2017-07-16 22:45:00-07",0.5,71.86,21,1.93,67.61,33,3.93,62.31,39
"2017-07-16 22:50:00-07",0.22,67.25,8,2.11,67.64,22,3.44,61.72,25
"2017-07-16 22:55:00-07",1.43,68.82,33,1.14,69.28,29,2.5,63.94,17
"2017-07-16 23:00:00-07",0.87,67.3,23,3.47,67.13,55,3.6,62.83,30
"2017-07-16 23:05:00-07",0.5,69.15,20,1.93,67.82,38,1.79,65.45,22
"2017-07-16 23:10:00-07",1.07,71.52,29,1,70.15,26,1.27,66.64,22
"2017-07-16 23:15:00-07",0.5,68,12,1.75,69.14,14,2.5,41,16
"2017-07-16 23:20:00-07",0.6,71.56,18,2.6,68.7,40,4.2,61.63,27
"2017-07-16 23:25:00-07",1.07,67.96,25,1.43,65.47,30,2.5,64.4,20
"2017-07-16 23:30:00-07",0.22,68.4,10,2.44,68.52,23,1.78,65.63,16
"2017-07-16 23:35:00-07",0.29,69.64,14,1.79,65.9,29,2.36,66.35,31
"2017-07-16 23:40:00-07",0.33,68.78,18,3.13,65.68,41,1.8,66.36,25
"2017-07-16 23:45:00-07",0.5,65.71,7,1.13,68,12,0.5,60.86,7
"2017-07-16 23:50:00-07",0.2,70.25,12,1.6,68,30,2.07,67.07,27
"2017-07-16 23:55:00-07",0.36,70.07,14,0.93,68.74,23,2,62.15,26
"2017-07-17 00:00:00-07",0.2,66.42,12,0.6,65.44,16,1.53,60.91,22
"2017-07-17 00:05:00-07",0.5,69.6,10,0.5,70,13,1.6,63,17
"2017-07-17 00:10:00-07",0.82,66.31,13,1.55,69.86,22,3.45,59.54,13
"2017-07-17 00:15:00-07",0,69.4,5,0.33,47.13,15,3.08,63.79,19
"2017-07-17 00:20:00-07",0.27,65.9,10,0.87,65.85,20,2.4,55.21,14
"2017-07-17 00:25:00-07",0.14,69.25,12,1.21,67.23,26,0.71,50.7,10
"2017-07-17 00:30:00-07",0.4,68.28,18,0.27,67.92,13,0.93,63.45,11
"2017-07-17 00:35:00-07",0.21,67.7,10,1,66.5,24,1.14,59.82,11
"2017-07-17 00:40:00-07",0.07,71.5,4,1.53,64.29,35,1.73,66.61,18
"2017-07-17 00:45:00-07",0.07,64.45,11,1.07,67.76,21,1.36,60.7,10
"2017-07-17 00:50:00-07",0.2,68.45,11,0.93,66.05,21,1.8,62,17
"2017-07-17 00:55:00-07",0.14,64.27,11,1.93,63.36,28,1.5,50.3,10
"2017-07-17 01:00:00-07",0.13,67.29,7,1.2,63.85,20,0.6,57.33,6
"2017-07-17 01:05:00-07",0,69,2,0.71,66.95,20,2.57,58.75,16
"2017-07-17 01:10:00-07",0.4,62.57,14,0.4,65.91,11,1.93,52.33,21
"2017-07-17 01:15:00-07",0.07,68,4,1.21,68.73,11,1.57,61.78,9
"2017-07-17 01:20:00-07",0,67,5,0.67,67.57,14,2.4,61.57,14
"2017-07-17 01:25:00-07",0.14,64,3,2.57,62.05,19,2.29,62,13
"2017-07-17 01:30:00-07",0.33,66.83,6,0.89,66.5,10,0.89,60.67,3
"2017-07-17 01:35:00-07",0.07,69,3,0.64,63.86,7,1.71,54.91,11
"2017-07-17 01:40:00-07",0.13,65.3,10,1,65.43,21,1.67,59.83,12
"2017-07-17 01:45:00-07",0,70,4,0.5,68.25,12,1.07,63.9,10
"2017-07-17 01:50:00-07",0.07,68,2,1.2,62.9,10,1.47,52,8
"2017-07-17 01:55:00-07",0,61,2,0.29,65.17,12,1.29,63.44,18
"2017-07-17 02:00:00-07",0,66.67,6,0.6,68.5,16,1.87,58.75,12
"2017-07-17 02:05:00-07",0,69,1,0.86,66.69,13,2.36,54.31,13
"2017-07-17 02:10:00-07",0.2,66,8,0.53,62.83,6,0.47,61.63,8
"2017-07-17 02:15:00-07",0.14,58,2,1.21,66.63,24,0.79,62.2,5
"2017-07-17 02:20:00-07",0.27,65.13,8,2.53,60.64,14,0,,0
"2017-07-17 02:25:00-07",0,,0,1.71,57.08,13,0.64,56.4,5
"2017-07-17 02:30:00-07",0.13,59.86,7,2,62.15,13,0.13,54,2
"2017-07-17 02:35:00-07",0.57,64.11,9,1.21,50.83,12,0,66,2
"2017-07-17 02:40:00-07",0.13,71.14,7,0.73,42.43,7,2.67,62.44,16
"2017-07-17 02:45:00-07",0.14,61.71,7,1.93,62.17,12,0.43,59.5,4
"2017-07-17 02:50:00-07",0.13,66.33,6,0.6,64.6,5,0.13,54.33,6
"2017-07-17 02:55:00-07",0,58,1,0.64,61,3,1.21,61.83,12
"2017-07-17 03:00:00-07",0.27,64,7,2.6,60.95,19,0.93,47.2,5
"2017-07-17 03:05:00-07",0.36,64.56,9,2,61.25,16,0.57,59.2,5
"2017-07-17 03:10:00-07",0.27,67.5,10,2.33,68,18,1.27,67.25,8
"2017-07-17 03:15:00-07",0,61,6,3.21,61,14,1.93,59.23,13
"2017-07-17 03:20:00-07",0,64.14,7,1,63.09,11,1.4,59.14,7
"2017-07-17 03:25:00-07",0,,0,0.71,59.67,6,1.43,61.14,7
"2017-07-17 03:30:00-07",0,,0,0.36,16,1,0,,0
"2017-07-17 03:35:00-07",0.33,39,5,1.17,59.82,11,7.83,37.42,12
"2017-07-17 03:40:00-07",0.2,66.71,7,1.07,67.68,19,3.53,61.47,17
"2017-07-17 03:45:00-07",0,68,4,1.14,64.55,11,2.36,60.64,11
"2017-07-17 03:50:00-07",0.13,63.33,3,0.8,66.33,6,2,59.75,12
"2017-07-17 03:55:00-07",0,64,3,1.79,66.13,15,3.21,59.94,16
"2017-07-17 04:00:00-07",0.13,52.5,8,0.47,65.33,12,1.53,58.17,12
"2017-07-17 04:05:00-07",0,54.8,10,0.36,62.69,13,1.93,63.18,11
"2017-07-17 04:10:00-07",0.07,70,6,1.47,62,19,1.87,62.53,15
"2017-07-17 04:15:00-07",0.07,69.33,6,1.21,67.05,22,2.43,56.07,15
"2017-07-17 04:20:00-07",0,70.4,5,1,66.5,10,1.67,63.67,6
"2017-07-17 04:25:00-07",0.36,68.3,10,1.14,67.21,19,2.36,62.83,12
"2017-07-17 04:30:00-07",0.07,43.4,5,2.4,65.83,23,3.93,59.94,17
"2017-07-17 04:35:00-07",0.71,65.63,16,3.43,65.86,44,3.64,59.86,21
"2017-07-17 04:40:00-07",0.13,67,5,1.2,57.07,14,5.4,59.74,31
"2017-07-17 04:45:00-07",0.14,56.6,5,1.64,66.76,21,3,48.9,21
"2017-07-17 04:50:00-07",0,69.17,12,1.47,66.96,28,4.07,55.32,25
"2017-07-17 04:55:00-07",0.21,73.92,12,1.43,66.06,18,2.71,59.95,22
"2017-07-17 05:00:00-07",0.87,70.67,21,3.13,66.43,35,4.4,61.45,33
"2017-07-17 05:05:00-07",0,68,2,2.13,68.25,16,2.5,63.67,12
"2017-07-17 05:10:00-07",0.53,69.28,18,2.53,66.42,36,3.33,61.19,26
"2017-07-17 05:15:00-07",0.64,69.27,22,3.86,66.86,36,2,65,19
"2017-07-17 05:20:00-07",1.6,70.38,39,4.33,67.27,59,5.47,61.78,32
"2017-07-17 05:25:00-07",1.57,72.42,36,2.71,68.78,41,5.86,62.44,32
"2017-07-17 05:30:00-07",0.89,70.5,14,3.11,69.9,30,2.56,62.88,16
"2017-07-17 05:35:00-07",1.63,69.95,21,4,68.87,30,1.5,64.73,15
"2017-07-17 05:40:00-07",2.27,72.28,50,3.47,71.86,51,4.07,63.59,34
"2017-07-17 05:45:00-07",1.64,71.98,40,3.43,72.36,53,5.21,65.92,37
"2017-07-17 05:50:00-07",2.33,70.9,51,5.6,69.89,63,7.07,63.52,52
"2017-07-17 05:55:00-07",3.93,69.47,74,6.5,66.79,67,9.14,61.07,60
"2017-07-17 06:00:00-07",2.67,71.85,53,4.6,71.7,60,7.4,64.23,48
"2017-07-17 06:05:00-07",3.36,68.14,56,5.86,71.61,64,6.21,65.85,52
"2017-07-17 06:10:00-07",3.73,68.72,71,5.4,67.15,55,7.07,62.92,59
"2017-07-17 06:15:00-07",2.86,68.05,61,5.93,69.29,79,7.79,61.54,68
"2017-07-17 06:20:00-07",6.53,66.04,102,9.47,66.8,90,9.27,63.31,75
"2017-07-17 06:25:00-07",5.93,67.94,98,8,66.62,86,7.5,61.89,53
"2017-07-17 06:30:00-07",6.2,67.64,104,9,65.32,97,7.4,60.99,69
"2017-07-17 06:35:00-07",7.86,68.28,128,8.93,67.82,83,7.93,63.29,70
"2017-07-17 06:40:00-07",4.27,66.41,69,6.73,67.33,90,10.6,59.96,68
"2017-07-17 06:45:00-07",4.79,67.69,83,6.57,66.38,84,8.57,61.27,60
"2017-07-17 06:50:00-07",6.4,66.79,108,8.33,64.78,82,9.93,62.12,95
"2017-07-17 06:55:00-07",5.5,69.53,90,8.71,66.74,86,8.14,63.74,69
"2017-07-17 07:00:00-07",6.93,67.35,116,9.2,66.2,93,7.2,63.22,73
"2017-07-17 07:05:00-07",4.5,68.36,77,5.29,65.94,65,7.57,62.71,70
"2017-07-17 07:10:00-07",5.47,68.33,98,6.93,66.34,88,6.67,63.05,80
"2017-07-17 07:15:00-07",4.43,68.37,79,6.93,66.68,74,8.64,61.66,64
"2017-07-17 07:20:00-07",6.33,66.78,114,7.6,65.74,94,7.87,60.65,91
"2017-07-17 07:25:00-07",5,68.01,85,8.79,65.62,85,6.64,60.47,55
"2017-07-17 07:30:00-07",5.8,68.02,104,9.47,64.15,92,6.87,61.35,62
"2017-07-17 07:35:00-07",6,66.49,93,6.86,66.4,83,8.43,61.99,68
"2017-07-17 07:40:00-07",4.73,67.88,89,7.6,67.04,90,10.2,60.7,94
"2017-07-17 07:45:00-07",4.43,68.81,85,6.29,67.03,80,10.71,61.68,98
"2017-07-17 07:50:00-07",4.87,66.83,86,8.93,66.22,101,5.07,63.12,66
"2017-07-17 07:55:00-07",6.71,68.21,108,6.14,68.19,86,10.21,60.03,87
"2017-07-17 08:00:00-07",5.4,70.3,92,8.33,67.81,91,9.93,60.19,84
"2017-07-17 08:05:00-07",5,68.14,87,7.64,67.03,88,5.71,62.18,57
"2017-07-17 08:10:00-07",3.53,68.65,68,7.2,67.05,93,4.8,59.47,60
"2017-07-17 08:15:00-07",6.64,66.16,107,6.43,64.84,79,11.14,58.29,100
"2017-07-17 08:20:00-07",5.67,67.88,98,8.73,66.59,88,5.8,61.26,61
"2017-07-17 08:25:00-07",6.57,67.93,107,8.71,65.47,79,5.64,61.26,54
"2017-07-17 08:30:00-07",6.73,68.19,118,9.47,66.4,100,7.53,62.03,95
"2017-07-17 08:35:00-07",6.79,67.67,114,9.21,66.07,82,9.79,61.8,85
"2017-07-17 08:40:00-07",6.27,66.44,108,10.67,65.21,96,9.67,58.38,94
"2017-07-17 08:45:00-07",7.69,66.32,114,9.31,65.38,87,9.08,60.08,59
"2017-07-17 08:50:00-07",8.33,66.48,81,9.22,64.37,59,9.56,59.35,55
"2017-07-17 08:55:00-07",5.33,68.66,53,6,66.78,46,7.78,59.32,41
"2017-07-17 09:00:00-07",5.33,66.69,75,7.75,65.68,73,7.75,58.54,61
"2017-07-17 09:05:00-07",3.78,68.38,42,6.44,64.79,43,8,56.86,51
"2017-07-17 09:10:00-07",6.87,65.85,113,9,64.66,87,11.67,58.79,103
"2017-07-17 09:15:00-07",8.33,66.36,75,7,64.73,44,13.89,59,60
"2017-07-17 09:20:00-07",9.33,62.33,51,9,62.46,35,13.33,59.14,42
"2017-07-17 09:25:00-07",8,64.59,85,9.33,62.54,57,12.33,58.21,58
"2017-07-17 09:30:00-07",6.42,64.77,86,10,67.55,83,10.42,60.67,85
"2017-07-17 09:35:00-07",7.67,67.77,71,9.89,66.83,60,9.44,59.83,58
"2017-07-17 09:40:00-07",7.75,67.13,104,6.5,69.07,59,10.67,60.6,67
"2017-07-17 09:45:00-07",11.67,63.46,140,11,63.7,88,11.67,58.65,68
"2017-07-17 09:50:00-07",9.44,63.9,88,11.89,63.35,63,10.44,59.86,56
"2017-07-17 09:55:00-07",8.33,64.88,139,10.87,63.2,111,12.27,57.08,98
"2017-07-17 10:00:00-07",6.83,67.31,91,9.67,63.86,72,9.33,60.39,71
"2017-07-17 10:05:00-07",4.92,65.23,64,9.58,63.65,83,9.42,60.66,74
"2017-07-17 10:10:00-07",8.17,64.52,109,16.08,63.77,98,10.83,58.59,63
"2017-07-17 10:15:00-07",8.33,65.62,107,10.67,65.89,85,10.5,59.44,82
"2017-07-17 10:20:00-07",8.5,62.91,106,10,64.17,72,12.17,59.64,90
"2017-07-17 10:25:00-07",5.17,67.38,74,10.5,64.68,74,8.33,60.3,66
"2017-07-17 10:30:00-07",10.5,64.66,136,14.67,62.02,92,14.83,55.87,93
"2017-07-17 10:35:00-07",8.67,64.35,86,12.33,61.75,61,10.78,57.53,43
"2017-07-17 10:40:00-07",8.08,64.66,103,11.33,62.26,86,10.08,59.25,67
"2017-07-17 10:45:00-07",7.33,66.31,103,10.25,63.07,84,11.33,59.34,94
"2017-07-17 10:50:00-07",9.08,63.56,114,13.33,62.97,74,10.58,58,77
"2017-07-17 10:55:00-07",7.25,65.46,94,10.08,66.32,84,12.25,60.81,81
"2017-07-17 11:00:00-07",6.25,65.3,88,10.25,65.29,82,9,57.2,75
"2017-07-17 11:05:00-07",10.83,65.35,136,14.5,61.79,78,12.17,53.71,96
"2017-07-17 11:10:00-07",9.17,65.25,127,9.83,64.45,87,10.67,59.38,80
"2017-07-17 11:15:00-07",10.08,65.24,126,11.92,62.94,80,11.75,56.03,78
"2017-07-17 11:20:00-07",11.25,63.13,144,10.92,62.98,84,14.25,55.41,102
"2017-07-17 11:25:00-07",6.08,66.76,86,11,63.25,83,11.58,59.1,88
"2017-07-17 11:30:00-07",9.75,65.04,125,11,62.95,78,9.83,59.96,81
"2017-07-17 11:35:00-07",9.5,65.72,128,15.17,62.79,94,13.17,56.73,88
"2017-07-17 11:40:00-07",6,67.02,41,9.17,65.21,43,8.17,64.08,37
"2017-07-17 11:45:00-07",7.67,65.61,75,14.33,62.7,57,10.22,55.84,55
"2017-07-17 11:50:00-07",10.33,64.13,128,13.42,63.33,84,10.5,56.57,92
"2017-07-17 11:55:00-07",11.33,63.82,144,13.83,61.02,81,13.75,55.15,102
"2017-07-17 12:00:00-07",8.11,65.67,83,11,62.83,60,10.56,57.41,64
"2017-07-17 12:05:00-07",8.11,65.27,77,7.67,63.96,48,11.89,58.51,55
"2017-07-17 12:10:00-07",6.78,66.48,58,11.67,63.64,66,13.11,56.64,69
"2017-07-17 12:15:00-07",9.33,66.33,91,10.78,63.15,65,12.22,58.44,73
"2017-07-17 12:20:00-07",8.4,63.68,139,13.93,62.35,127,11.47,55.22,106
"2017-07-17 12:25:00-07",8.89,63.01,81,12.22,62.88,80,11.56,59.15,68
"2017-07-17 12:30:00-07",10.53,62.12,156,12.73,60.64,111,11.53,53.89,112
"2017-07-17 12:35:00-07",8.33,63.37,81,12.56,60.68,68,18.44,46.92,88
"2017-07-17 12:40:00-07",9,64.74,144,12.07,62.59,112,13.07,54.35,124
"2017-07-17 12:45:00-07",8.89,63.53,86,9.78,59.9,61,12,52.4,57
"2017-07-17 12:50:00-07",8.27,63.41,131,12.47,62.56,106,11.8,57.94,115
"2017-07-17 12:55:00-07",9.78,66.16,103,9.78,63.53,55,12.11,58.95,82
"2017-07-17 13:00:00-07",9.44,65,89,18.67,62.09,79,13.56,54.77,66
"2017-07-17 13:05:00-07",9.78,64.56,96,15.44,60.66,70,13.11,54.67,75
"2017-07-17 13:10:00-07",8.13,64.66,140,11.27,62.17,108,12.8,55.79,121
"2017-07-17 13:15:00-07",8.11,66.14,78,11.11,63.27,60,14.56,56.73,75
"2017-07-17 13:20:00-07",9.89,63.46,98,14.11,62.1,72,9.56,56.99,68
"2017-07-17 13:25:00-07",8.89,66.27,88,13,63.51,63,11.78,57.89,61
"2017-07-17 13:30:00-07",9.89,64.78,92,10,63.72,65,12.33,57.14,66
"2017-07-17 13:35:00-07",8.56,65.62,82,9,62.28,50,12,57.9,69
"2017-07-17 13:40:00-07",7.78,66.32,75,10.78,63.73,67,11.44,58.1,71
"2017-07-17 13:45:00-07",7.93,65.62,134,11.87,62.68,107,12.67,55.76,123
"2017-07-17 13:50:00-07",8.22,66.83,81,9.56,64.98,60,10.22,59.65,63
"2017-07-17 13:55:00-07",11,63.83,163,13.6,60.94,111,11.07,54.01,96
"2017-07-17 14:00:00-07",11.89,63.97,110,11.22,63.81,68,11.78,59.92,59
"2017-07-17 14:05:00-07",7.89,65.4,82,10.56,63.88,64,10.11,58.47,66
"2017-07-17 14:10:00-07",10.44,64.83,100,12.56,62.81,67,11.89,52.91,76
"2017-07-17 14:15:00-07",10.89,64.72,99,14.33,63.01,73,12.78,56.66,73
"2017-07-17 14:20:00-07",8.78,66.62,90,12.11,63.05,59,13.11,58.53,80
"2017-07-17 14:25:00-07",8.78,64.4,83,12,62.16,67,9.78,58.46,74
"2017-07-17 14:30:00-07",10,64.57,94,11.11,62.2,69,14.33,54.89,72
"2017-07-17 14:35:00-07",13.33,62.79,199,12.93,61.8,113,12.73,55.36,135
"2017-07-17 14:40:00-07",13,61.52,115,11.89,59.56,59,18.33,51.26,100
"2017-07-17 14:45:00-07",15.53,44.17,159,17.07,40.96,127,27.93,33.24,142
"2017-07-17 14:50:00-07",16,38.42,123,23.67,35.15,87,29.5,26.43,110
"2017-07-17 14:55:00-07",16.67,38.56,119,19.58,36.73,94,32.75,22.86,114
"2017-07-17 15:00:00-07",12.89,41.4,78,17.67,37.69,62,35.44,22.04,83
"2017-07-17 15:05:00-07",14.53,39.43,140,17.93,35.63,119,35.67,22.99,121
"2017-07-17 15:10:00-07",18.17,37.65,134,19.25,35.45,99,34.08,24.08,119
"2017-07-17 15:15:00-07",14.92,40.49,122,17.17,38.9,111,28.58,26.75,125
"2017-07-17 15:20:00-07",13.17,42.33,112,18.75,38.08,98,29,25.82,122
"2017-07-17 15:25:00-07",14,39.26,111,21.42,35.16,101,34.5,23.28,116
"2017-07-17 15:30:00-07",16.08,40.78,116,19.92,38.03,94,34.25,22.81,113
"2017-07-17 15:35:00-07",14.92,38.51,119,21.08,34.56,110,34.92,23.59,118
"2017-07-17 15:40:00-07",16.67,36.9,120,20.58,36.9,104,29.5,25.03,120
"2017-07-17 15:45:00-07",17.22,37.54,92,27.78,31.55,84,28.89,23.3,82
"2017-07-17 15:50:00-07",17.33,40.45,132,19.42,37.82,100,32.67,22.54,120
"2017-07-17 15:55:00-07",16.44,38.13,90,22,36.38,77,30.56,26.02,93
"2017-07-17 16:00:00-07",17.67,36.72,136,21,35.95,99,34.33,24.24,127
"2017-07-17 16:05:00-07",14.83,38.84,109,18.17,36.95,95,33.25,25.33,119
"2017-07-17 16:10:00-07",15.5,41.24,126,19.33,38.73,98,29.58,23.51,103
"2017-07-17 16:15:00-07",16.58,35.55,115,23.08,34.4,105,34.67,21.28,108
"2017-07-17 16:20:00-07",15.78,37,87,21.89,35.21,75,26.89,25.66,88
"2017-07-17 16:25:00-07",13.67,41.11,130,19.53,37.15,115,33.13,27.28,157
"2017-07-17 16:30:00-07",16,36.8,117,19.08,35.44,95,30.92,23.16,114
"2017-07-17 16:35:00-07",16.83,35.19,118,17.25,33.02,83,30.83,22.39,119
"2017-07-17 16:40:00-07",17.17,35.22,121,18.58,33.17,93,31.17,23.72,101
"2017-07-17 16:45:00-07",15,42.31,120,19.33,37.15,94,27,27.77,127
"2017-07-17 16:50:00-07",14.33,40.17,113,17.58,37.33,96,28.33,23.67,111
"2017-07-17 16:55:00-07",14.42,38.31,107,21.17,36.63,98,30.92,24.36,112
"2017-07-17 17:00:00-07",14.83,38.69,112,19.67,36.64,100,32.92,23.99,132
"2017-07-17 17:05:00-07",14.33,39.7,117,20.33,36.98,94,29.25,26.61,117
"2017-07-17 17:10:00-07",15.08,37.2,117,22.83,35.7,118,29,28.44,133
"2017-07-17 17:15:00-07",15.75,37.43,110,21,35.34,103,28.5,21.48,108
"2017-07-17 17:20:00-07",16.5,39.09,121,18.33,36.85,101,33.17,21.92,123
"2017-07-17 17:25:00-07",16.92,36.99,125,22.58,34.78,98,29.33,25.15,117
"2017-07-17 17:30:00-07",15.42,37.65,116,21.42,36.23,99,29.92,23.22,104
"2017-07-17 17:35:00-07",15.92,36.77,114,19.67,34.96,99,28.83,25.77,121
"2017-07-17 17:40:00-07",13.67,41.59,58,18.67,39.68,44,31,26.5,56
"2017-07-17 17:45:00-07",14.78,37.02,84,23.22,32.89,70,31.11,22.13,89
"2017-07-17 17:50:00-07",14.92,40.11,123,21.25,36.7,94,26.58,27.46,112
"2017-07-17 17:55:00-07",16.44,37.19,83,21.56,35,76,33.11,22.53,81
"2017-07-17 18:00:00-07",13.67,39.03,108,21,37.1,100,39.5,20.76,107
"2017-07-17 18:05:00-07",14.22,38.81,80,19.56,35.87,68,36,23.15,78
"2017-07-17 18:10:00-07",15.25,37.41,119,19.92,34.82,91,33.67,21.51,120
"2017-07-17 18:15:00-07",15.33,39.05,92,16,35.42,67,30.78,26.33,89
"2017-07-17 18:20:00-07",11.83,39.76,101,20,34.48,85,32.83,22.46,118
"2017-07-17 18:25:00-07",12.56,40.67,78,24.33,37.45,76,30.33,25.43,84
"2017-07-17 18:30:00-07",15.67,38.1,115,21.25,38.14,95,31.17,25.14,107
"2017-07-17 18:35:00-07",14.89,40.8,89,20,36.42,62,32.89,24.79,84
"2017-07-17 18:40:00-07",14.42,38.47,116,22.25,33.94,88,31.42,22.39,103
"2017-07-17 18:45:00-07",14.67,37.87,83,22.67,34.99,69,31.11,24.61,88
"2017-07-17 18:50:00-07",16.92,35.02,122,25.67,31.96,85,34.25,21.09,97
"2017-07-17 18:55:00-07",19.56,31.81,86,22,30.7,67,29,22,76
"2017-07-17 19:00:00-07",17.17,33.64,116,26,30.79,101,29.58,24.63,101
"2017-07-17 19:05:00-07",5.83,67.07,41,6.67,65.53,34,3.5,62.75,24
"2017-07-17 19:10:00-07",2.67,67.4,20,4.33,68.18,17,8.83,54.48,33
"2017-07-17 19:15:00-07",7.11,68.09,67,7.11,64.19,43,8.56,60.47,60
"2017-07-17 19:20:00-07",3,69,52,6.17,66.11,53,8.17,58.74,65
"2017-07-17 19:25:00-07",3.22,68.33,39,7,65.96,49,7.89,59.76,51
"2017-07-17 19:30:00-07",7.08,59.52,84,9.25,53.88,68,18.67,37.65,74
"2017-07-17 19:35:00-07",5.5,63.75,72,8.08,65.39,83,8.33,58.87,69
"2017-07-17 19:40:00-07",4.33,65.79,63,6.17,68,68,7.42,60.61,59
"2017-07-17 19:45:00-07",4.42,65.98,61,6.33,66.09,64,6.08,60.15,60
"2017-07-17 19:50:00-07",3.5,62.65,49,5.5,66.52,66,5.42,58.29,48
"2017-07-17 19:55:00-07",4.58,69.25,67,5.25,68.47,58,8.75,61.52,71
"2017-07-17 20:00:00-07",4.5,70.76,68,6,69.13,60,6.17,63.71,70
"2017-07-17 20:05:00-07",2.92,68,45,3.67,68.53,38,5.17,63.15,53
"2017-07-17 20:10:00-07",2.83,68.48,27,4.67,68.67,27,7,61.83,24
"2017-07-17 20:15:00-07",2.67,67.86,22,4.33,67.56,25,6.33,60.27,15
"2017-07-17 20:20:00-07",2.89,69.42,33,4.33,67.06,36,9,60.27,44
"2017-07-17 20:25:00-07",3.11,67.97,35,5.11,67.91,43,7.22,65.18,33
"2017-07-17 20:30:00-07",2.44,69.39,33,5.22,67,42,6.11,60.61,36
"2017-07-17 20:35:00-07",2.89,69.39,33,4.67,67.24,33,7,62.59,51
"2017-07-17 20:40:00-07",2.44,68.06,31,5.89,66.86,42,5.67,63.41,32
"2017-07-17 20:45:00-07",2.38,70.96,24,5,67.48,33,6,61.67,39
"2017-07-17 20:50:00-07",3.67,67.79,43,6.67,66.49,35,4.22,62.83,24
"2017-07-17 20:55:00-07",3.11,69.59,39,4.89,67.42,31,5.56,64.84,32
"2017-07-17 21:00:00-07",4.67,66.83,52,7,61.36,44,10.33,49.31,39
"2017-07-17 21:05:00-07",2.44,66.9,29,5,65.89,36,4,63.15,26
"2017-07-17 21:10:00-07",2.22,65.62,26,3.44,65.7,37,7,60.61,33
"2017-07-17 21:15:00-07",4.33,65.76,45,6.33,65.55,53,7.56,57.19,32
"2017-07-17 21:20:00-07",2.22,65.9,30,5.22,65.73,45,6,63.34,35
"2017-07-17 21:25:00-07",1.22,65.1,20,5.11,63.88,34,4.89,60.65,26
"2017-07-17 21:30:00-07",2.33,67.64,28,3.22,68.67,30,3.78,63.42,24
"2017-07-17 21:35:00-07",2,65.04,26,3.89,63.56,34,5.44,57.63,24
"2017-07-17 21:40:00-07",2.67,64.53,30,5.78,64.36,39,3.33,62.97,32
"2017-07-17 21:45:00-07",3.33,64.54,37,5.56,62.08,37,7.67,58.43,46
"2017-07-17 21:50:00-07",0.92,64.47,19,4.08,65.71,41,6.25,58.37,38
"2017-07-17 21:55:00-07",3.67,65.05,37,5.22,65.26,39,5,62.19,37
"2017-07-17 22:00:00-07",1,68.64,11,3.33,63.5,16,2.5,62.54,13
"2017-07-17 22:05:00-07",1.44,66.57,21,3.22,67.54,28,6,62.72,25
"2017-07-17 22:10:00-07",0.83,64.2,20,1.75,63.67,24,3.83,57.76,33
"2017-07-17 22:15:00-07",2.67,62.82,33,2.44,61.23,22,4.11,53.38,21
"2017-07-17 22:20:00-07",1.5,65.96,28,4.33,58.19,37,4.75,57.74,31
"2017-07-17 22:25:00-07",2.25,63.35,34,4.33,63.43,40,2.25,57.45,33
"2017-07-17 22:30:00-07",1.83,65.69,26,2.25,65.31,35,4.33,63.42,24
"2017-07-17 22:35:00-07",2.08,67.86,36,4.25,65.24,42,4,63.64,36
"2017-07-17 22:40:00-07",1.58,65.11,27,4.75,65.62,55,4.58,62,27
"2017-07-17 22:45:00-07",0.67,63.27,15,1.42,65.79,29,4.83,61.1,29
"2017-07-17 22:50:00-07",1.75,67.79,29,3.5,65.63,38,3.17,65.26,31
"2017-07-17 22:55:00-07",0.89,67.75,12,3.56,64.64,28,3.67,61.56,16
"2017-07-17 23:00:00-07",1.25,66.26,23,2.42,67.83,29,3.67,62.41,29
"2017-07-17 23:05:00-07",0.56,66.58,12,1.56,64.64,14,2.33,62.17,18
"2017-07-17 23:10:00-07",0.92,62.81,21,4.67,63.27,37,3.42,55.43,28
"2017-07-17 23:15:00-07",0.56,67.33,12,1.11,67.22,9,2.78,59.62,13
"2017-07-17 23:20:00-07",0.5,57.94,16,2.25,64.4,35,5.5,47.29,34
"2017-07-17 23:25:00-07",0.33,58.79,14,1.44,66.46,13,1.11,67,8
"2017-07-17 23:30:00-07",0.75,67.95,19,2.08,71.36,25,2.17,64.53,17
"2017-07-17 23:35:00-07",0.33,68.67,9,1.22,60.6,20,3.44,61.15,13
"2017-07-17 23:40:00-07",0.67,66,12,2.17,68.39,23,6.42,61.05,40
"2017-07-17 23:45:00-07",0.44,62.64,11,4.33,65.76,21,3.78,65.84,19
"2017-07-17 23:50:00-07",0,,0,0,64,1,1,67.33,3
"2017-07-17 23:55:00-07",0.27,68.5,12,1.87,67.33,30,1.27,64.95,21
"2017-07-18 00:00:00-07",0.22,64.67,6,1.11,66.19,16,1.67,59.2,10
"2017-07-18 00:05:00-07",0.22,64,4,2.89,63,15,4.56,61.79,19
"2017-07-18 00:10:00-07",0.33,49,9,1.33,65.73,15,2.44,62.27,11
