starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol
"2017-08-07 19:05:00-07",4.67,68.89,46,6,67.36,45,5.56,62.48,46
"2017-08-07 19:10:00-07",3.11,70.9,41,7.67,66.92,52,8.22,61.25,56
"2017-08-07 19:15:00-07",3.44,70.54,39,5.56,68.17,53,6,60.43,49
"2017-08-07 19:20:00-07",4.89,70.02,53,7.11,68.34,47,7.44,65.04,50
"2017-08-07 19:25:00-07",3.89,66.32,44,5.33,69.42,38,6,64.1,50
"2017-08-07 19:30:00-07",4,70.77,13,3.67,66.4,10,7.33,62,16
"2017-08-07 19:35:00-07",4.2,68.27,74,4.73,67.81,63,6.2,63.39,61
"2017-08-07 19:40:00-07",4.83,68.81,36,5.5,68.23,26,5.5,63.17,23
"2017-08-07 19:45:00-07",3,69.24,45,5.83,67.48,63,7.58,62.04,49
"2017-08-07 19:50:00-07",4.17,67.87,63,6.75,67.76,62,9.17,61.19,64
"2017-08-07 19:55:00-07",4.67,70.9,52,4.33,69.29,42,4.33,65.11,36
"2017-08-07 20:00:00-07",3.83,69.29,65,5.42,66.96,56,7,62.59,56
"2017-08-07 20:05:00-07",4.33,69.27,48,4.78,68.36,44,5.67,62,29
"2017-08-07 20:10:00-07",3.5,68.63,52,5.67,68.09,53,6.92,60.81,53
"2017-08-07 20:15:00-07",1.89,70.07,27,3.89,69.79,42,4,64.21,29
"2017-08-07 20:20:00-07",4.17,68.48,60,5.83,68.57,67,7.25,60.3,63
"2017-08-07 20:25:00-07",3.33,67.74,38,5.22,67.75,36,5.67,64.82,39
"2017-08-07 20:30:00-07",3.42,69.15,52,3.25,70.47,51,7.25,64.24,59
"2017-08-07 20:35:00-07",2.11,70.5,32,3.67,65.83,30,6,63.61,41
"2017-08-07 20:40:00-07",2.8,70.71,56,4,69.1,58,5.73,61.81,52
"2017-08-07 20:45:00-07",3.56,69.2,44,5.44,68.21,39,5.11,58.59,34
"2017-08-07 20:50:00-07",2.11,70.56,27,3.33,67.23,30,6,60.95,38
"2017-08-07 20:55:00-07",2.11,65.54,26,3.89,67.26,27,5.56,63.29,31
"2017-08-07 21:00:00-07",3.44,64.61,33,3.11,66.53,30,6.67,60.36,42
"2017-08-07 21:05:00-07",2.56,66.76,29,4.89,66.67,39,5.78,58.35,31
"2017-08-07 21:10:00-07",3.56,67.13,40,3.56,64.6,35,7.78,57.25,56
"2017-08-07 21:15:00-07",1.78,68.67,21,2.67,68.14,29,4.56,61.77,35
"2017-08-07 21:20:00-07",1.58,67.7,30,3.5,66.98,43,4.25,62.03,31
"2017-08-07 21:25:00-07",1.33,62.79,28,4.75,68.47,51,4.17,62.46,41
"2017-08-07 21:30:00-07",2.25,67.77,35,5.67,65.62,50,4.5,59.66,29
"2017-08-07 21:35:00-07",1.44,68.39,18,4.22,69,38,5.89,61.38,26
"2017-08-07 21:40:00-07",1.27,68.19,32,3.13,66.5,48,4.6,59,34
"2017-08-07 21:45:00-07",2.67,69.67,30,4.11,68.05,37,4.22,57.24,33
"2017-08-07 21:50:00-07",1.44,68.57,21,3.67,68.8,40,5.56,61.11,28
"2017-08-07 21:55:00-07",2.44,68.56,27,3.56,68.28,29,4.44,63.29,21
"2017-08-07 22:00:00-07",1.44,69.75,20,3.67,65.32,25,6.22,59.65,26
"2017-08-07 22:05:00-07",1.22,68.58,19,2.67,69.36,28,4.33,63.7,23
"2017-08-07 22:10:00-07",0.33,68.33,6,2.44,67.91,22,4.89,62.22,23
"2017-08-07 22:15:00-07",1.6,69.03,36,3.6,65.09,45,3.47,63.6,35
"2017-08-07 22:20:00-07",0.56,68.82,11,2.78,67.9,30,5.11,59.15,26
"2017-08-07 22:25:00-07",1.07,67.16,25,2.93,66.2,45,3.87,61.44,41
"2017-08-07 22:30:00-07",1,69.68,19,2.67,69.41,32,7.08,62.24,51
"2017-08-07 22:35:00-07",0.75,68.58,19,4.33,65.43,35,6.08,60.03,36
"2017-08-07 22:40:00-07",0.58,68.13,15,2.58,66.93,30,3.92,62.14,29
"2017-08-07 22:45:00-07",0.22,65,11,1.89,67.3,20,3.44,66.27,15
"2017-08-07 22:50:00-07",1.17,66.5,12,1.17,67,9,4.17,62.85,13
"2017-08-07 22:55:00-07",0.17,67,4,2.67,68.69,13,3.5,64.13,8
"2017-08-07 23:00:00-07",0,,0,2,64.5,8,4.33,67.33,3
"2017-08-07 23:05:00-07",0.67,68.25,8,2.67,66.33,18,2.67,64.21,14
"2017-08-07 23:10:00-07",0.17,66.5,4,3.5,67.19,21,4,62.73,15
"2017-08-07 23:15:00-07",0.17,68.5,4,1,66.91,11,6.83,58.69,16
"2017-08-07 23:20:00-07",0.56,69,11,1,62.18,17,3,68.68,19
"2017-08-07 23:25:00-07",0.56,68.5,12,1.11,66,14,2,64.59,17
"2017-08-07 23:30:00-07",0.8,69.79,19,2,67.39,31,2.87,64.07,30
"2017-08-07 23:35:00-07",0,65.8,5,2.33,67.08,12,1.44,60.92,13
"2017-08-07 23:40:00-07",0,67.8,5,0.67,67.92,12,2.11,65.6,20
"2017-08-07 23:45:00-07",0.22,71.11,9,1,67.75,16,1,54.9,10
"2017-08-07 23:50:00-07",0.22,69,6,1.67,64.95,19,1.89,65.17,12
"2017-08-07 23:55:00-07",0,51.5,4,2.47,66.7,30,2.73,61.15,27
"2017-08-08 00:00:00-07",0.33,68.14,7,1.33,67.1,10,1.67,63.56,9
"2017-08-08 00:05:00-07",0,76.6,5,1.88,71.06,17,4.13,62,19
"2017-08-08 00:10:00-07",0.25,69.38,13,2.75,67.8,25,5.83,60.28,29
"2017-08-08 00:15:00-07",0,66.83,6,0.5,66.92,13,3.5,62.32,22
"2017-08-08 00:20:00-07",0.17,67,9,0.42,68.13,15,1.92,57.06,17
"2017-08-08 00:25:00-07",0,64.67,3,0,69.33,3,1.33,63.67,3
"2017-08-08 00:30:00-07",0.17,67,5,1.42,66.56,16,1.33,58.25,8
"2017-08-08 00:35:00-07",0,68.8,5,2.11,66.47,15,5.44,65.47,17
"2017-08-08 00:40:00-07",0.07,71.09,11,1,68.58,19,2.87,62.4,15
"2017-08-08 00:45:00-07",0,72.5,2,0.78,70.17,12,5.89,61.29,17
"2017-08-08 00:50:00-07",0.27,64.1,10,1.8,59.95,19,2.6,61.88,17
"2017-08-08 00:55:00-07",0,73,2,1.11,65.4,10,0.78,65.63,8
"2017-08-08 01:00:00-07",0.11,69,6,0.33,35.8,5,1.67,63.11,9
"2017-08-08 01:05:00-07",0,75,1,0.44,67.5,4,1.78,64.5,20
"2017-08-08 01:10:00-07",0,70,3,0.44,50.88,8,3.44,61.67,12
"2017-08-08 01:15:00-07",0.07,67.86,7,0.73,65,16,2.93,58.12,17
"2017-08-08 01:20:00-07",0.67,50.5,4,1,64.6,5,3.33,58,6
"2017-08-08 01:25:00-07",0.22,61,4,0,65.6,5,2.33,58.5,8
"2017-08-08 01:30:00-07",0.25,69.13,8,0.25,64.8,10,2.33,60.62,13
"2017-08-08 01:35:00-07",0.11,69.57,7,1.67,68.5,12,1.56,60.8,5
"2017-08-08 01:40:00-07",0,66.33,3,0.33,67.75,12,3,61.86,14
"2017-08-08 01:45:00-07",0.11,68.5,4,0.44,70.22,9,0.67,63.67,3
"2017-08-08 01:50:00-07",0,65.89,9,0.53,66.2,10,2.2,60.94,16
"2017-08-08 01:55:00-07",0,68,1,0.44,66.8,5,2.78,61,14
"2017-08-08 02:00:00-07",0.11,69.6,5,1.22,66.73,11,3.22,61.91,11
"2017-08-08 02:05:00-07",0,,0,2,64.83,12,3.11,62.67,12
"2017-08-08 02:10:00-07",0,63,3,1,67,13,2.47,62.29,14
"2017-08-08 02:15:00-07",0,65.67,6,0.22,66.75,8,1.33,68,8
"2017-08-08 02:20:00-07",0,64,3,4.44,63.33,15,1.44,60.67,3
"2017-08-08 02:25:00-07",0.07,57,3,1.13,61.89,9,1.47,60.1,10
"2017-08-08 02:30:00-07",0,67.6,5,1.22,63.29,7,0.33,64,1
"2017-08-08 02:35:00-07",0,,0,1.2,62,6,0,,0
"2017-08-08 02:40:00-07",0,,0,0.17,23,2,0,,0
"2017-08-08 02:45:00-07",0.36,43.4,5,10.09,31.48,23,23.45,21.36,14
"2017-08-08 02:50:00-07",0.83,65.42,12,1.08,61.67,9,3,58.54,24
"2017-08-08 02:55:00-07",0.17,64.43,7,3.17,59.89,9,0.58,62.4,5
"2017-08-08 03:00:00-07",0.08,70.33,6,3.25,63.67,15,2.92,45.35,17
"2017-08-08 03:05:00-07",0.56,66.22,9,2,67,10,0.33,60.5,4
"2017-08-08 03:10:00-07",0.08,72,2,0.92,66,8,6.42,60.54,24
"2017-08-08 03:15:00-07",0,71,1,1.33,75.43,7,3.33,59.33,3
"2017-08-08 03:20:00-07",0,70.33,3,1,66,8,2.22,63.2,10
"2017-08-08 03:25:00-07",0.13,70,4,0.87,54.67,9,4.6,61.91,23
"2017-08-08 03:30:00-07",0,74.75,4,0.75,69.69,13,2,61.45,11
"2017-08-08 03:35:00-07",0,,0,0.78,66.83,6,1.44,58,3
"2017-08-08 03:40:00-07",0.08,70.25,4,0.33,67.86,7,0.75,59.75,4
"2017-08-08 03:45:00-07",0.11,60,4,1.11,50.6,5,6.33,59.72,18
"2017-08-08 03:50:00-07",0,73.5,2,2.11,63.08,13,2.78,61,10
"2017-08-08 03:55:00-07",0.11,66.67,6,1.22,68.42,12,4.78,59.43,14
"2017-08-08 04:00:00-07",0,65,1,0.67,67.75,8,4.78,61,15
"2017-08-08 04:05:00-07",0.13,72.5,6,0.6,65.71,7,1.6,63.25,16
"2017-08-08 04:10:00-07",0.22,69.67,6,1.89,67.33,9,3.11,66.42,12
"2017-08-08 04:15:00-07",0,68,2,0.47,68.31,13,3.2,60.6,20
"2017-08-08 04:20:00-07",0,66.8,5,4.27,64.41,22,4.91,60.71,17
"2017-08-08 04:25:00-07",0.11,71,5,2.33,67.6,15,2.44,61.3,10
"2017-08-08 04:30:00-07",0.25,53.13,8,1.83,65.68,19,4.25,56.79,19
"2017-08-08 04:35:00-07",0,63.5,2,2.22,65.25,12,2.11,53.8,10
"2017-08-08 04:40:00-07",0.17,69.67,3,2,64.35,23,5.17,62.25,24
"2017-08-08 04:45:00-07",0.67,70.3,10,2.33,67.54,13,5.67,60.83,18
"2017-08-08 04:50:00-07",0.33,68.71,17,3.47,66.34,29,3.8,49.18,17
"2017-08-08 04:55:00-07",0.56,69.91,11,1.11,68.67,12,5.22,62.75,16
"2017-08-08 05:00:00-07",0.53,69.5,14,1.47,67.7,30,4.33,52.86,36
"2017-08-08 05:05:00-07",1.11,69.24,17,6.22,66.03,29,5.22,61.13,16
"2017-08-08 05:10:00-07",0.56,71.07,14,3.44,69.67,21,5.22,61.42,19
"2017-08-08 05:15:00-07",1.78,69.18,22,4.89,69.11,37,2.33,65.91,11
"2017-08-08 05:20:00-07",1.17,71.42,12,1.83,67.21,14,7.33,62.4,15
"2017-08-08 05:25:00-07",0.83,70.45,11,3.5,70.44,18,3.5,49.8,10
"2017-08-08 05:30:00-07",1.33,69.5,18,2.56,69.36,25,3.78,61.93,15
"2017-08-08 05:35:00-07",1.13,70.96,28,3.27,69.84,45,4.87,64.93,46
"2017-08-08 05:40:00-07",1.5,71.03,29,5.67,66.02,48,5.75,63.82,34
"2017-08-08 05:45:00-07",2.5,70.83,42,4.42,70.1,41,5.42,65.4,40
"2017-08-08 05:50:00-07",1.22,70.94,18,3,70.59,29,3.78,66.91,22
"2017-08-08 05:55:00-07",1.11,71.28,18,4,69.73,33,7.11,63.47,30
"2017-08-08 06:00:00-07",2.5,71.36,22,5.17,68.09,23,5.83,60.85,20
"2017-08-08 06:05:00-07",1.44,68.68,22,4.67,69.55,33,4.56,63.58,24
"2017-08-08 06:10:00-07",3.67,69.96,56,5.17,69.18,51,8.75,62.64,50
"2017-08-08 06:15:00-07",3.11,70.46,35,6.56,67.78,45,6.22,63.78,32
"2017-08-08 06:20:00-07",6.2,69.22,108,6.47,68.66,86,7.13,63.39,67
"2017-08-08 06:25:00-07",2.67,67.64,11,3.67,64.55,11,11.67,65.5,12
"2017-08-08 06:30:00-07",4,65.85,46,5,68.46,41,9.22,62.06,34
"2017-08-08 06:35:00-07",6.44,69.95,63,8.56,67.61,51,9.11,62.8,59
"2017-08-08 06:40:00-07",5.67,67.98,59,9.33,67.92,48,7.78,63.98,53
"2017-08-08 06:45:00-07",4.2,70.57,83,6.67,68.19,83,7.67,62.59,74
"2017-08-08 06:50:00-07",5.33,69.89,81,9.33,67.26,84,11.42,56.82,77
"2017-08-08 06:55:00-07",5.58,69.09,87,6,68.86,69,9.25,61.29,68
"2017-08-08 07:00:00-07",5.58,70.45,78,5.75,67.59,61,3.42,65.89,35
"2017-08-08 07:05:00-07",4.67,68.79,68,6.25,66.53,60,9.92,61.07,70
"2017-08-08 07:10:00-07",7.33,67.67,51,10.17,65.54,50,7.17,63,25
"2017-08-08 07:15:00-07",4.92,68.08,72,9.58,66.24,87,7.67,60.7,64
"2017-08-08 07:20:00-07",7.58,68.32,102,7.42,67.81,77,8,62.03,66
"2017-08-08 07:25:00-07",5.75,67.51,76,7.42,68.44,68,6.92,62.37,54
"2017-08-08 07:30:00-07",6.75,69.49,95,8,68.91,81,7.83,66.69,51
"2017-08-08 07:35:00-07",6.11,69.36,64,5.67,70.44,43,7.89,63.47,49
"2017-08-08 07:40:00-07",6.17,68.76,88,5.42,68.28,64,6.83,56.63,52
"2017-08-08 07:45:00-07",5.67,70.66,62,8.56,66.97,65,8.33,59.86,44
"2017-08-08 07:50:00-07",4.67,69.65,84,7.07,70.03,86,8.27,62.08,80
"2017-08-08 07:55:00-07",5,68.95,56,7.33,69.94,51,8.56,64,52
"2017-08-08 08:00:00-07",5.89,69.16,61,6.44,69.08,61,7.11,65.89,45
"2017-08-08 08:05:00-07",2.22,70.75,32,6.89,69.95,62,6.78,63.23,47
"2017-08-08 08:10:00-07",4.07,67.95,78,6.47,67.32,76,7.87,59.54,61
"2017-08-08 08:15:00-07",6.78,66.39,70,7.44,65.12,52,7.44,62.3,54
"2017-08-08 08:20:00-07",4.22,70.69,51,6.67,67.64,50,7,60.29,34
"2017-08-08 08:25:00-07",5.4,67.42,96,9.13,66.05,91,9.2,60.37,81
"2017-08-08 08:30:00-07",4.22,69.96,49,6.11,69.73,44,7.22,63.16,49
"2017-08-08 08:35:00-07",6.27,67.04,105,7.8,67.06,99,5.73,62.29,58
"2017-08-08 08:40:00-07",4.58,68.26,66,7.33,68.85,65,8.42,61.74,72
"2017-08-08 08:45:00-07",5.5,68.56,72,8.42,65.43,67,10.33,61.58,65
"2017-08-08 08:50:00-07",4.33,69.5,68,6.33,68.27,67,6.33,62.36,44
"2017-08-08 08:55:00-07",3.11,68.81,36,8.89,66.21,48,8.67,60.49,49
"2017-08-08 09:00:00-07",5,69.35,92,5.93,68.32,74,11.13,61.62,77
"2017-08-08 09:05:00-07",2.78,70.47,30,5.44,67.5,36,6.44,64.02,43
"2017-08-08 09:10:00-07",5.2,69.28,99,8.27,66.8,96,9.07,61.19,79
"2017-08-08 09:15:00-07",3.67,67.9,42,9.11,66.87,55,8.78,61.42,48
"2017-08-08 09:20:00-07",8,67.5,56,8.33,64.73,30,10.67,59.28,36
"2017-08-08 09:25:00-07",7.78,65.03,75,9.78,63.86,50,10.11,59.24,50
"2017-08-08 09:30:00-07",9,65.25,105,10.83,64,66,12.5,56.73,71
"2017-08-08 09:35:00-07",6.33,66.8,84,7.75,65.93,70,10.17,57.58,64
"2017-08-08 09:40:00-07",5.58,67.63,83,9.67,66.4,75,9.17,59.19,62
"2017-08-08 09:45:00-07",6.22,65.67,61,8.56,67.28,53,7.89,62.84,44
"2017-08-08 09:50:00-07",4.67,67.36,69,6.75,66.45,65,5.75,63.54,52
"2017-08-08 09:55:00-07",5,67.89,54,10.44,65.72,50,9.56,61.11,57
"2017-08-08 10:00:00-07",6.07,67.1,102,9.73,65.43,99,10.73,60.22,90
"2017-08-08 10:05:00-07",4.56,67.35,49,6.44,67.47,45,7.56,60.68,44
"2017-08-08 10:10:00-07",5.25,67.18,76,8.25,66.67,73,9.25,58.92,63
"2017-08-08 10:15:00-07",6.11,66.95,62,10,64.87,60,10.89,58.59,49
"2017-08-08 10:20:00-07",8.6,65.05,136,10.27,64.66,93,15.4,58.36,112
"2017-08-08 10:25:00-07",6.33,66.02,64,8.11,65.93,56,9,62.07,41
"2017-08-08 10:30:00-07",8.67,64.88,81,9.78,65.1,59,14.89,57.6,78
"2017-08-08 10:35:00-07",7.78,65.17,76,7.78,66.25,60,13.78,58.46,61
"2017-08-08 10:40:00-07",5.56,65.91,57,6.56,67.02,57,8.67,58.85,40
"2017-08-08 10:45:00-07",6.47,65.33,108,10,65.03,94,9.2,57.92,98
"2017-08-08 10:50:00-07",5.56,66.54,59,7.67,64.14,42,11.11,60.8,60
"2017-08-08 10:55:00-07",8.73,61.55,132,10.6,61.14,94,13.27,58,114
"2017-08-08 11:00:00-07",6.56,66.65,68,10.78,64.82,68,8.22,59.31,49
"2017-08-08 11:05:00-07",6,65.64,97,10.8,62.83,84,8.53,58.28,78
"2017-08-08 11:10:00-07",8.33,62.4,53,9.33,64.33,40,12.5,58.34,38
"2017-08-08 11:15:00-07",5.42,67.11,79,9.83,65.42,64,8.17,59.32,75
"2017-08-08 11:20:00-07",6,66.64,80,9.75,66.38,73,6.67,61.89,61
"2017-08-08 11:25:00-07",8.17,66.85,53,7.5,67.47,43,13.33,59.42,43
"2017-08-08 11:30:00-07",7.11,66.67,70,10.56,66.54,71,9.56,58.93,58
"2017-08-08 11:35:00-07",8,64.58,80,9.44,63.94,63,10.33,58.13,68
"2017-08-08 11:40:00-07",7.44,64.58,67,13.56,63.26,68,10.11,59.71,69
"2017-08-08 11:45:00-07",10.33,62.78,92,14.11,60.54,68,10.33,58.38,71
"2017-08-08 11:50:00-07",6.56,64.12,66,9.11,63.78,51,8.78,60.53,49
"2017-08-08 11:55:00-07",9.56,65.66,92,11.67,65.16,74,9,59.44,57
"2017-08-08 12:00:00-07",10.13,59.92,146,9.93,59.42,95,12.67,58.1,110
"2017-08-08 12:05:00-07",7.89,65.52,67,8.11,62.62,53,7.78,58.87,47
"2017-08-08 12:10:00-07",7.33,65.61,95,10.33,64.15,80,8.83,56.25,72
"2017-08-08 12:15:00-07",7.17,62.9,50,11.33,63.4,40,10.67,57.53,40
"2017-08-08 12:20:00-07",7,65.45,116,11.13,64.29,93,11.27,57.45,110
"2017-08-08 12:25:00-07",5.89,67.07,59,9.67,65.48,60,7.44,58.05,41
"2017-08-08 12:30:00-07",7.33,66.26,126,12.6,62.67,113,9.8,60.65,98
"2017-08-08 12:35:00-07",6.88,65.74,65,13.88,63.64,58,13.13,58.35,57
"2017-08-08 12:40:00-07",9,63.94,119,10.08,63.91,94,9.69,59.85,87
"2017-08-08 12:45:00-07",10.7,62.15,108,13,61,79,14,51.71,85
"2017-08-08 12:50:00-07",7,65.65,100,10.69,62.99,86,11.54,57.1,91
"2017-08-08 12:55:00-07",7.7,64.65,82,9.7,63.85,61,9,56.03,63
"2017-08-08 13:00:00-07",9.29,58.97,60,15.57,56.33,42,13.57,55.25,56
"2017-08-08 13:05:00-07",12.4,52.38,109,16.7,51.09,64,15.6,46.53,81
"2017-08-08 13:10:00-07",20.43,30.5,68,23.29,30.06,47,32.57,21.94,48
"2017-08-08 13:15:00-07",15.3,37.51,93,21,37,64,35.4,22.22,92
"2017-08-08 13:20:00-07",16,38.49,71,21.43,38.14,51,31.14,31.65,68
"2017-08-08 13:25:00-07",13,52.5,107,16.4,51.05,75,18.3,46.76,91
"2017-08-08 13:30:00-07",7.08,64.65,92,10.08,63.48,79,9.42,57.8,75
"2017-08-08 13:35:00-07",8.5,63.53,38,11,62.58,38,15,50.13,32
"2017-08-08 13:40:00-07",6.67,64.53,66,11.44,62.78,68,7.78,56.98,57
"2017-08-08 13:45:00-07",9.4,64.82,98,11.1,63.61,67,11.7,56.76,71
"2017-08-08 13:50:00-07",11.67,58.83,100,13.56,60.37,73,14.56,51.42,71
"2017-08-08 13:55:00-07",7.4,68.54,82,11.2,66.06,70,11.4,58.34,70
"2017-08-08 14:00:00-07",8.77,63.57,126,9.08,62.53,79,11.92,55.15,87
"2017-08-08 14:05:00-07",8.3,61.74,87,9.3,62.97,60,11.7,58.89,73
"2017-08-08 14:10:00-07",10.42,63.27,128,10.58,63.19,96,12,55.39,104
"2017-08-08 14:15:00-07",10.3,64.35,103,9.5,64.9,68,11,57.93,69
"2017-08-08 14:20:00-07",9,63.23,126,10.69,63.82,90,8.54,59.38,95
"2017-08-08 14:25:00-07",11,65.74,104,9.56,64.29,73,9,60.03,58
"2017-08-08 14:30:00-07",11.46,62.42,146,11,61.02,95,12.08,55.33,104
"2017-08-08 14:35:00-07",11.3,62.99,114,9,63.37,76,12.4,56.08,72
"2017-08-08 14:40:00-07",11.23,62.46,146,12.31,61.36,100,14.08,56.71,129
"2017-08-08 14:45:00-07",11.33,58.72,67,14.33,60.75,48,14.17,54.23,61
"2017-08-08 14:50:00-07",8.69,64.09,125,10.08,64.2,95,9.15,57.45,98
"2017-08-08 14:55:00-07",11.4,61.74,112,10.6,59.54,70,11.9,54.11,84
"2017-08-08 15:00:00-07",9.77,61.52,132,11.31,61.83,84,12.69,55.57,118
"2017-08-08 15:05:00-07",12,59.8,105,12.11,61.01,79,15.33,52.12,98
"2017-08-08 15:10:00-07",10.69,58.25,132,14.23,56.3,99,17,45,124
"2017-08-08 15:15:00-07",14.5,43.33,103,18.5,42.13,83,29.5,27.8,109
"2017-08-08 15:20:00-07",16.08,39.21,126,21.33,37.97,102,27.58,27.67,112
"2017-08-08 15:25:00-07",16,42.09,109,13.4,41.71,75,26.4,28.46,105
"2017-08-08 15:30:00-07",14.62,43.49,134,21.69,39.49,99,30.23,24.58,131
"2017-08-08 15:35:00-07",15.67,40.74,94,18.89,37.39,66,29.33,26.23,94
"2017-08-08 15:40:00-07",16.43,38.32,75,18,35.25,56,32.29,25.13,75
"2017-08-08 15:45:00-07",16.7,41.17,111,18.4,38.04,83,26.9,26.02,95
"2017-08-08 15:50:00-07",17,36.92,60,22.83,36.66,58,30.33,22,60
"2017-08-08 15:55:00-07",16.6,38.56,102,19.4,36.24,87,32.9,24.89,109
"2017-08-08 16:00:00-07",15.67,38.51,115,19.08,37.87,102,28.08,26.14,120
"2017-08-08 16:05:00-07",18.4,35.64,105,19.7,34.99,82,33.9,22.66,90
"2017-08-08 16:10:00-07",15,37.73,67,17.14,34.13,56,30.86,23.78,69
"2017-08-08 16:15:00-07",16.7,39.18,98,15.3,36.83,77,30.7,24.82,98
"2017-08-08 16:20:00-07",15.33,36.81,115,18.17,36.49,95,31.67,22.36,111
"2017-08-08 16:25:00-07",16.44,38.72,88,17.11,37.19,69,29.56,27.23,105
"2017-08-08 16:30:00-07",15.15,38.08,130,16.62,37.62,108,25.15,28.37,142
"2017-08-08 16:35:00-07",14.9,40.81,106,21.9,36.37,94,27.4,27.31,104
"2017-08-08 16:40:00-07",15.89,37.22,88,18.67,33.78,74,35.78,22.71,91
"2017-08-08 16:45:00-07",15.6,38.48,97,21.9,34.81,93,32.2,23.03,105
"2017-08-08 16:50:00-07",14.62,38.01,121,17.46,36.29,126,27.38,24.5,136
"2017-08-08 16:55:00-07",12.33,39.98,53,17.33,37.55,44,32,26.84,62
"2017-08-08 17:00:00-07",14.31,37.7,111,27,31.71,105,33.38,21.71,111
"2017-08-08 17:05:00-07",13,43.7,57,21.33,37.46,48,24.17,29.21,67
"2017-08-08 17:10:00-07",14.38,43.75,136,17.69,38.52,105,19.62,34.28,130
"2017-08-08 17:15:00-07",12.33,49.27,60,14.17,51.27,51,14.17,44.18,60
"2017-08-08 17:20:00-07",17.56,34.11,81,19.89,35.42,74,34.44,22.16,95
"2017-08-08 17:25:00-07",13.2,41.42,90,18.5,35.5,66,35.4,19.32,87
"2017-08-08 17:30:00-07",19.67,38.46,35,16,39.43,23,30.33,20.39,38
"2017-08-08 17:35:00-07",12.8,42.38,89,17.9,38.46,72,26.3,27.27,95
"2017-08-08 17:40:00-07",14.67,41.84,85,14.44,39.37,67,26.11,31.38,98
"2017-08-08 17:45:00-07",15,45.85,113,15.9,46.2,85,18.7,42.22,115
"2017-08-08 17:50:00-07",16.44,37.88,89,20.33,38.43,80,33.44,23.1,91
"2017-08-08 17:55:00-07",11.8,41.59,85,20.2,37.77,74,30.1,24.88,107
"2017-08-08 18:00:00-07",12.33,45.24,83,14.11,43.03,70,25.89,31.41,78
"2017-08-08 18:05:00-07",12.9,45.59,96,15.3,43.57,67,23.5,36.32,103
"2017-08-08 18:10:00-07",14.43,43.03,74,19.86,39.5,48,30.57,26.82,73
"2017-08-08 18:15:00-07",13,42.23,93,18.5,39.04,70,30.9,23.56,96
"2017-08-08 18:20:00-07",14.71,46.53,77,13.57,46.88,57,17.29,41.48,67
"2017-08-08 18:25:00-07",11.5,54.4,100,13.2,54.69,72,13.3,51.81,95
"2017-08-08 18:30:00-07",19,36.54,74,17.71,38.05,58,29,27.11,76
"2017-08-08 18:35:00-07",13,53,108,11.6,50.99,71,20,36.93,97
"2017-08-08 18:40:00-07",7.29,66.07,57,8.86,65.32,53,6.57,59.11,44
"2017-08-08 18:45:00-07",5.9,64.98,65,7.3,63.63,65,7.6,56.4,60
"2017-08-08 18:50:00-07",2.14,71.3,20,4.43,69.72,36,5.57,64.29,34
"2017-08-08 18:55:00-07",5.7,68.94,69,7.1,68,50,9.7,61.54,65
"2017-08-08 19:00:00-07",5.86,67.17,47,6,66.02,41,8.29,59.84,45
"2017-08-08 19:05:00-07",6.3,66.68,68,7.2,66.97,61,9.1,62.84,61
"2017-08-08 19:10:00-07",2,66.8,20,7,66.16,38,5,59.93,27
"2017-08-08 19:15:00-07",7.3,67.9,80,7.9,67.73,71,10.8,61.93,71
"2017-08-08 19:20:00-07",3.92,68.61,62,6.42,63.99,69,7,64.42,71
"2017-08-08 19:25:00-07",4.2,66.96,46,7.1,68.78,54,8.9,62.87,53
"2017-08-08 19:30:00-07",4.89,66.29,52,6.33,67.15,48,6.78,58.66,50
"2017-08-08 19:35:00-07",5,69.96,56,7.2,68.04,55,5,65.76,42
"2017-08-08 19:40:00-07",5.14,66.95,43,8,67.11,36,9.29,62.98,45
"2017-08-08 19:45:00-07",3.4,69.93,46,5.4,67.6,50,4.6,65.58,38
"2017-08-08 19:50:00-07",2,68.95,21,5.57,66.8,25,7.57,60.28,40
"2017-08-08 19:55:00-07",3.6,69.63,46,4.5,67.92,50,5.6,59.34,38
"2017-08-08 20:00:00-07",3.67,67.43,58,5.92,66.06,54,6.75,61.05,59
"2017-08-08 20:05:00-07",4,73.61,23,4.5,71.93,15,3,62,9
"2017-08-08 20:10:00-07",1.43,72.06,18,3,70.04,28,4.71,62.54,26
"2017-08-08 20:15:00-07",4,69.63,30,4.33,68.15,26,3.33,59.87,15
"2017-08-08 20:20:00-07",2.38,71.95,44,4.62,70.17,63,5.15,63.78,55
"2017-08-08 20:25:00-07",3.9,70.2,50,4.5,67.87,45,6.4,61.97,39
"2017-08-08 20:30:00-07",1.77,69.74,35,3.85,70,56,5,57.48,54
"2017-08-08 20:35:00-07",3.22,69.56,43,4.33,69.27,44,7.56,61.94,33
"2017-08-08 20:40:00-07",2.54,68.23,47,3.38,66.14,42,6.31,61.34,50
"2017-08-08 20:45:00-07",3.8,68.38,48,6.4,66.96,50,4.4,63.5,40
"2017-08-08 20:50:00-07",2.54,67.81,47,4.23,68.98,64,3,63.59,39
"2017-08-08 20:55:00-07",3.67,64.77,26,5,67.75,32,5.33,65.5,16
