starttime,lane_1_occ,lane_1_spd,lane_1_vol,lane_2_occ,lane_2_spd,lane_2_vol,lane_3_occ,lane_3_spd,lane_3_vol
"2017-08-22 01:50:00-07",0,69,4,0.5,71.4,10,1,62.7,10
"2017-08-22 01:55:00-07",0,69,2,1.82,64.5,8,0.73,67.5,4
"2017-08-22 02:00:00-07",0,72.5,2,0.5,61.25,4,2.43,61.08,13
"2017-08-22 02:05:00-07",0,70,2,0.36,70,2,1.73,17.67,6
"2017-08-22 02:10:00-07",0,61,2,1.07,68.8,15,2.21,53.88,17
"2017-08-22 02:15:00-07",0,59,2,0,67.25,8,2.18,60,10
"2017-08-22 02:20:00-07",0.14,71.11,9,1.21,65.56,9,1.43,63.08,12
"2017-08-22 02:25:00-07",0.18,60.8,5,1.45,67.36,11,1.27,61.4,10
"2017-08-22 02:30:00-07",0,,0,0.93,66.29,14,4.29,60.5,16
"2017-08-22 02:35:00-07",0,69,2,0,70.67,6,0.64,66.8,10
"2017-08-22 02:40:00-07",0,,0,0.36,65.33,3,0.86,65.29,7
"2017-08-22 02:45:00-07",0,,0,0.73,65.5,8,3.64,60.87,15
"2017-08-22 02:50:00-07",0.07,64,2,0.36,69.13,8,3,59.69,13
"2017-08-22 02:55:00-07",0,64,3,2.09,63.9,10,3.91,59.46,13
"2017-08-22 03:00:00-07",0,68.33,3,0.71,69.09,11,1.5,45,8
"2017-08-22 03:05:00-07",0,,0,0.27,66.8,5,2.18,55.7,10
"2017-08-22 03:10:00-07",0,76.33,3,0.64,70.23,13,3.43,61.13,15
"2017-08-22 03:15:00-07",0,73,2,0,69.29,7,2.09,62.75,8
"2017-08-22 03:20:00-07",0,69,1,1.57,66.08,12,2.36,62.36,11
"2017-08-22 03:25:00-07",0,,0,0.82,70.56,9,1.73,56.7,10
"2017-08-22 03:30:00-07",0,73,1,0.57,67.5,8,2.86,62.43,14
"2017-08-22 03:35:00-07",0,68,3,1.09,67.7,10,3.73,58.38,16
"2017-08-22 03:40:00-07",0,67.2,5,0.57,64.29,14,4.93,58.24,25
"2017-08-22 03:45:00-07",0,22.33,3,0.36,69.42,12,2.45,64.92,13
"2017-08-22 03:50:00-07",0.14,52,3,0.57,62.22,9,2.5,57.5,14
"2017-08-22 03:55:00-07",0.09,63,2,0.73,67.5,6,4,61.9,21
"2017-08-22 04:00:00-07",0.29,70,8,1.29,66.93,14,3.93,62.37,19
"2017-08-22 04:05:00-07",0,64.5,4,0.27,70.75,8,1.45,62.55,11
"2017-08-22 04:10:00-07",0,67.5,6,0.57,68.41,17,5.43,60.85,27
"2017-08-22 04:15:00-07",0,75,2,0.91,67.17,6,2.73,63.3,20
"2017-08-22 04:20:00-07",0.43,70,17,2.71,68,25,3.64,59.38,13
"2017-08-22 04:25:00-07",0.45,66.85,13,2.09,66.58,12,6.36,58.57,21
"2017-08-22 04:30:00-07",0.5,68.05,19,3.14,66.67,21,3.29,61,22
"2017-08-22 04:35:00-07",0.82,67.33,15,2.55,65.47,19,3.91,63,18
"2017-08-22 04:40:00-07",0.29,69.17,12,0.43,68.71,14,4.43,60.68,22
"2017-08-22 04:45:00-07",0.18,72.25,8,1.64,70.55,20,6,60.65,23
"2017-08-22 04:50:00-07",0.14,67.45,11,4.07,66.41,34,2.21,63.11,18
"2017-08-22 04:55:00-07",0.27,70.5,8,2.45,67.55,22,6.09,60.65,23
"2017-08-22 05:00:00-07",0.5,69.71,14,0.57,69.1,20,3.43,64.24,25
"2017-08-22 05:05:00-07",0.27,68.83,12,0.36,68.73,11,2.82,60.94,16
"2017-08-22 05:10:00-07",0.29,68.6,10,2.43,68.39,28,3.57,63.04,28
"2017-08-22 05:15:00-07",1,70.24,21,2.45,69.32,28,7.55,61.63,24
"2017-08-22 05:20:00-07",1.14,67.85,27,6.21,65.72,46,8,64.9,40
"2017-08-22 05:25:00-07",1.55,68.35,26,3.18,70.62,29,7.27,57.86,28
"2017-08-22 05:30:00-07",0.93,69.17,24,2.86,70.32,34,4.64,61.88,32
"2017-08-22 05:35:00-07",2.64,71.02,42,4.55,69,34,6.27,63.45,33
"2017-08-22 05:40:00-07",2.29,68.73,44,3.36,67.68,44,6.07,60.78,36
"2017-08-22 05:45:00-07",1.55,64.71,28,4.18,67.24,38,2.64,68.09,22
"2017-08-22 05:50:00-07",1.43,69.23,30,4.71,67.65,51,4.36,58.5,32
"2017-08-22 05:55:00-07",1.91,68.66,32,4.55,67.86,37,4.36,63.33,33
"2017-08-22 06:00:00-07",2.36,68.62,45,4.64,66.45,49,6.79,63.45,44
"2017-08-22 06:05:00-07",2.45,66.97,33,5.91,66.75,40,5.64,61,32
"2017-08-22 06:10:00-07",2,69.43,40,4.07,68.12,51,5.07,60.65,43
"2017-08-22 06:15:00-07",4.82,69.52,67,8.45,67.12,52,6.36,63.08,49
"2017-08-22 06:20:00-07",3.71,68.96,68,5.29,69.14,73,8.86,60.71,72
"2017-08-22 06:25:00-07",6,67.22,78,7.27,67.34,58,7.73,60.55,64
"2017-08-22 06:30:00-07",3.79,68.3,66,5.86,69.51,69,7.71,62.8,65
"2017-08-22 06:35:00-07",4.45,69.31,64,9.45,67,70,9.45,60.31,52
"2017-08-22 06:40:00-07",4.79,68.84,75,6.93,68.66,79,11.36,64.2,90
"2017-08-22 06:45:00-07",4.73,70.84,58,7.27,69.63,51,7.36,64.38,53
"2017-08-22 06:50:00-07",6.14,68.82,95,8.29,68.1,83,8.43,63.29,69
"2017-08-22 06:55:00-07",5.27,68.4,70,6.73,69.6,57,7.27,63.42,53
"2017-08-22 07:00:00-07",5.21,70.84,82,5.93,68.07,67,8.21,63.27,63
"2017-08-22 07:05:00-07",7.36,66.44,87,9.73,66.13,80,12,56.35,71
"2017-08-22 07:10:00-07",4.64,67.91,87,8.57,68.09,85,9.86,59.03,89
"2017-08-22 07:15:00-07",5.82,67.17,77,7.18,67.47,66,7,60.69,45
"2017-08-22 07:20:00-07",5.79,67.01,88,7.93,66.5,82,9.79,59.81,67
"2017-08-22 07:25:00-07",4.64,68.14,58,7.27,60.08,66,8.27,62.02,45
"2017-08-22 07:30:00-07",7.36,67.46,123,9.71,66.24,89,8.79,59.05,75
"2017-08-22 07:35:00-07",7.82,69.1,100,6.91,67.9,72,11.09,62.14,66
"2017-08-22 07:40:00-07",4.79,68.07,82,6.93,65.36,74,11.93,59.01,88
"2017-08-22 07:45:00-07",5,68.58,66,5.36,67.35,52,6.18,61.74,50
"2017-08-22 07:50:00-07",4,67.53,72,8.57,68.35,92,6.57,60.24,50
"2017-08-22 07:55:00-07",6.36,68.11,83,9.36,66.36,72,11.73,63.08,61
"2017-08-22 08:00:00-07",4.07,67.45,67,8.93,65.47,85,6.79,61.31,62
"2017-08-22 08:05:00-07",5.09,69.42,66,9.55,64.97,63,13.18,57.83,69
"2017-08-22 08:10:00-07",7.14,65.42,110,13.57,62.8,108,10.57,58.51,90
"2017-08-22 08:15:00-07",7,68.9,89,8.55,66.91,66,9.73,57.1,67
"2017-08-22 08:20:00-07",5.57,66.05,93,9.86,66,96,10,58.43,83
"2017-08-22 08:25:00-07",6.91,29.38,91,8.73,68.26,69,5.82,65.29,45
"2017-08-22 08:30:00-07",6.21,7.65,97,9.14,67.47,92,8.93,58.27,66
"2017-08-22 08:35:00-07",7.18,7.89,87,11.27,65.44,68,13,58.44,66
"2017-08-22 08:40:00-07",3.93,5.95,66,6.36,67.84,68,8,63.23,74
"2017-08-22 08:45:00-07",6.09,7.82,79,9.73,65.38,73,9.18,59.95,61
"2017-08-22 08:50:00-07",5.14,7.92,85,6.71,67.12,66,5.64,62.99,71
"2017-08-22 08:55:00-07",3.82,6.17,52,6.27,69.42,52,9.27,59.82,56
"2017-08-22 09:00:00-07",6.21,7,97,8.93,65.54,69,10.07,59.63,71
"2017-08-22 09:05:00-07",6.09,66.58,74,10.73,66.28,68,11.18,61.13,61
"2017-08-22 09:10:00-07",5.71,67.71,98,9.07,65.42,78,9.57,61.31,77
"2017-08-22 09:15:00-07",7.64,67.97,99,12.82,65.41,69,12.82,59.28,65
"2017-08-22 09:20:00-07",7.43,65.46,112,11.5,62.48,79,9.14,58.23,66
"2017-08-22 09:25:00-07",4.82,69.36,66,6.18,68.12,59,9.36,61.33,54
"2017-08-22 09:30:00-07",6,68.09,97,9,65.68,92,9.64,60.59,71
"2017-08-22 09:35:00-07",4.36,66.58,60,9.27,66.1,69,8.82,62.03,62
"2017-08-22 09:40:00-07",6.14,68.85,94,11.43,65.84,110,10.86,60.1,90
"2017-08-22 09:45:00-07",6,66.83,76,9.91,65.56,68,10.18,58.5,46
"2017-08-22 09:50:00-07",4.57,67.08,77,6.57,67.72,64,5.64,58.9,60
"2017-08-22 09:55:00-07",5.73,67.67,73,10.73,65.58,66,10.64,58.89,63
"2017-08-22 10:00:00-07",4.21,68.06,67,7.57,66.91,81,10.14,60.4,81
"2017-08-22 10:05:00-07",5.36,67.9,71,6.18,66.98,58,8.18,61.29,48
"2017-08-22 10:10:00-07",6.07,66.72,111,10.27,65.49,98,11.07,58.51,91
"2017-08-22 10:15:00-07",8.46,65.14,111,9.46,65.01,78,9.46,59.99,69
"2017-08-22 10:20:00-07",8.45,66.71,98,10.55,66.05,78,9.91,60.69,65
"2017-08-22 10:25:00-07",5.55,65.32,72,11.09,63.12,65,13.36,54.72,75
"2017-08-22 10:30:00-07",6.73,66.07,123,10.33,62.69,111,10.33,55.1,93
"2017-08-22 10:35:00-07",7.15,65.33,98,9.46,64.68,74,9.38,58.44,64
"2017-08-22 10:40:00-07",5.4,65.22,94,9.6,65.04,90,9.27,59.66,96
"2017-08-22 10:45:00-07",8.75,64.56,82,10,64.39,56,9.38,58.26,53
"2017-08-22 10:50:00-07",9.2,63.47,98,11.2,63.41,76,16.1,59.42,66
"2017-08-22 10:55:00-07",6,65.2,92,10.07,63.36,92,8.29,58.46,68
"2017-08-22 11:00:00-07",5.47,65.43,89,10.53,64.85,100,12.33,58.15,103
"2017-08-22 11:05:00-07",9.15,62.6,121,11,63.2,86,12.92,59.75,107
"2017-08-22 11:10:00-07",6.93,64.69,113,10,63.34,88,13.33,56.4,103
"2017-08-22 11:15:00-07",6.38,64.67,54,6.25,64.48,33,8.88,60.39,41
"2017-08-22 11:20:00-07",6.2,64.91,102,9.67,62.76,98,11.4,55.12,91
"2017-08-22 11:25:00-07",8.43,64.87,125,9,65.14,88,11,59.29,95
"2017-08-22 11:30:00-07",6.8,66.47,112,8.4,63.88,101,7.6,59.45,69
"2017-08-22 11:35:00-07",7.15,65.81,107,10.62,65.44,86,8.77,61.48,84
"2017-08-22 11:40:00-07",9.4,64.66,152,10.73,62.71,108,12.27,59.66,112
"2017-08-22 11:45:00-07",8.38,64.89,117,10.38,63.78,98,9.46,59.77,70
"2017-08-22 11:50:00-07",5.56,64.91,57,10.78,62.93,46,10,56.55,42
"2017-08-22 11:55:00-07",7.25,63.27,62,10.75,62.74,50,11.63,58.53,49
"2017-08-22 12:00:00-07",9,64.03,139,13.47,62.27,113,11.47,56.4,105
"2017-08-22 12:05:00-07",8.86,66.41,140,10.29,65.85,81,8.29,61.63,83
"2017-08-22 12:10:00-07",6.6,64.61,107,7.53,65.42,91,10.53,61.3,105
"2017-08-22 12:15:00-07",8.08,65.24,108,12,63.83,100,12,57.38,99
"2017-08-22 12:20:00-07",7,64.97,108,10.33,63.54,91,7.93,58.35,74
"2017-08-22 12:25:00-07",7,61.04,91,9.38,64.41,76,12.62,57.14,91
"2017-08-22 12:30:00-07",7.73,62.81,115,11.33,62.63,84,11.6,53.39,80
"2017-08-22 12:35:00-07",5.38,65.84,82,12.69,63.53,88,10,58.93,61
"2017-08-22 12:40:00-07",7.73,63.33,114,9.2,64.85,82,12.73,58.52,98
"2017-08-22 12:45:00-07",9.92,65.05,132,12.69,64.18,88,13.23,58.4,87
"2017-08-22 12:50:00-07",6.6,65.44,110,11.07,63.71,91,10,56.38,98
"2017-08-22 12:55:00-07",6.92,66.15,98,9.92,67.6,90,9.15,61.84,83
"2017-08-22 13:00:00-07",5.29,66.05,80,11.43,62.91,93,8.79,59.93,82
"2017-08-22 13:05:00-07",8.38,64.63,118,11.38,62.36,87,11.77,58.04,110
"2017-08-22 13:10:00-07",5.64,66.32,82,6.14,65.86,74,7.36,60.05,73
"2017-08-22 13:15:00-07",7.29,61.35,99,9.14,62.05,78,8.07,58.95,76
"2017-08-22 13:20:00-07",8.27,65.75,126,7.73,64.6,75,11,57.63,107
"2017-08-22 13:25:00-07",6.36,64.67,93,7.21,62.4,67,14.14,55.26,93
"2017-08-22 13:30:00-07",6.53,64.36,107,10.6,64.86,87,11,54.63,108
"2017-08-22 13:35:00-07",7.43,65.84,112,10,64.87,92,9.14,59.98,82
"2017-08-22 13:40:00-07",6.53,65,108,7.07,66.14,78,12.33,58.47,117
"2017-08-22 13:45:00-07",10.64,63.57,152,10.79,63.32,112,9.93,57.42,95
"2017-08-22 13:50:00-07",9.93,63.65,151,10.93,63.11,95,10.8,55.96,117
"2017-08-22 13:55:00-07",6,63.76,54,9.88,63.76,51,12.13,55.39,56
"2017-08-22 14:00:00-07",10.18,62.08,105,11.73,61.15,66,11.55,58,77
"2017-08-22 14:05:00-07",10.25,62.98,127,12.67,60.65,84,12.83,52.7,93
"2017-08-22 14:10:00-07",7.4,63.76,119,7.8,63.9,101,12.33,55.73,124
"2017-08-22 14:15:00-07",7.07,65.02,113,9.5,66.05,85,11.43,59.61,111
"2017-08-22 14:20:00-07",10.27,63.69,161,10.67,63.04,108,11.33,56.63,117
"2017-08-22 14:25:00-07",9.71,62.14,139,12.57,61.1,104,11.64,54.01,94
"2017-08-22 14:30:00-07",8.2,64.06,139,10.8,64.16,122,11.07,55.42,123
"2017-08-22 14:35:00-07",9.43,63.89,132,11.43,63.07,92,11.57,56.46,108
"2017-08-22 14:40:00-07",11.33,63.03,179,11.87,62.17,132,14.47,54.31,153
"2017-08-22 14:45:00-07",8.14,65.71,118,12.57,62.69,109,12.14,55.92,119
"2017-08-22 14:50:00-07",10.82,60.32,117,11.91,62.3,87,16.82,53.75,119
"2017-08-22 14:55:00-07",10.17,64.17,128,14.08,63.34,104,9.83,58.14,90
"2017-08-22 15:00:00-07",9.53,64.94,142,10.2,63.2,100,11.2,56.8,120
"2017-08-22 15:05:00-07",11.57,57.37,146,14.43,59.68,120,13.14,55.05,126
"2017-08-22 15:10:00-07",10.2,62.36,151,9.47,63.3,109,12.73,46.68,130
"2017-08-22 15:15:00-07",10.86,62.92,158,11.14,62.04,98,13.57,51.06,128
"2017-08-22 15:20:00-07",14.4,36.11,131,23.2,32.02,111,32.73,21.74,148
"2017-08-22 15:25:00-07",15.5,38.04,130,18.21,33.94,94,32.86,22.83,128
"2017-08-22 15:30:00-07",15.27,38.84,136,20.53,36.43,107,27.53,26.45,134
"2017-08-22 15:35:00-07",15.64,39.69,146,19.86,36.6,112,29,24.66,145
"2017-08-22 15:40:00-07",16.73,40.18,158,18.93,39.13,126,29.4,26.95,140
"2017-08-22 15:45:00-07",17.21,40.16,150,19.93,38.37,113,27.79,25.53,144
"2017-08-22 15:50:00-07",15.53,37.68,143,18.67,37.02,127,29.47,26.4,159
"2017-08-22 15:55:00-07",15.64,37.94,140,18.36,35.32,112,26.21,25.14,131
"2017-08-22 16:00:00-07",14.6,38.27,134,20.8,36.36,124,30.53,25.36,155
"2017-08-22 16:05:00-07",16.36,36.86,141,22.5,33.99,104,35,24.27,141
"2017-08-22 16:10:00-07",15.33,37.97,145,20.67,35.28,120,28.73,25.62,149
"2017-08-22 16:15:00-07",15.29,39.15,128,17.14,38.33,118,25.86,26.89,146
"2017-08-22 16:20:00-07",15.53,37.94,140,24.2,34.6,121,30.73,23.35,154
"2017-08-22 16:25:00-07",13.71,40.39,134,19.36,37.73,123,25.71,24.87,123
"2017-08-22 16:30:00-07",16.87,37.5,159,20,33.93,117,28.47,24.25,143
"2017-08-22 16:35:00-07",13.93,40.62,135,19.5,38,112,26.21,27.3,139
"2017-08-22 16:40:00-07",14.93,38.3,144,20.87,35.87,122,27.67,25.85,142
"2017-08-22 16:45:00-07",16.64,38.6,146,19.5,36.57,115,27.86,24.72,130
"2017-08-22 16:50:00-07",15.07,41.04,151,20.6,38.06,136,28.27,26.13,154
"2017-08-22 16:55:00-07",14.57,42.13,143,20.07,37.45,135,30.64,21.13,136
"2017-08-22 17:00:00-07",16.73,38.3,155,21.73,34.49,136,36.13,21.18,153
"2017-08-22 17:05:00-07",15.43,38.33,123,21.57,35.99,130,29.5,25.17,138
"2017-08-22 17:10:00-07",15,40.42,151,18,39.59,130,28.73,27.49,162
"2017-08-22 17:15:00-07",15.36,41.26,145,18.07,39.52,120,26.29,28.29,149
"2017-08-22 17:20:00-07",16.2,41.76,162,21.33,38.43,116,29.13,24.94,153
"2017-08-22 17:25:00-07",16.36,40.58,147,17.36,40.5,130,27.07,27.12,136
"2017-08-22 17:30:00-07",14.33,37.75,134,21.4,33.81,132,31.4,22.44,147
"2017-08-22 17:35:00-07",16,37.52,135,21.36,34.88,117,30.36,24.55,144
"2017-08-22 17:40:00-07",13.47,42.8,142,16.67,37.97,119,35.8,21.59,143
"2017-08-22 17:45:00-07",14.57,41.34,140,19.79,36.54,125,28.29,27.66,130
"2017-08-22 17:50:00-07",13.47,40.94,132,17.53,36.45,125,33.2,21.24,131
"2017-08-22 17:55:00-07",13.13,42.19,78,15.63,35.53,60,38.38,21.96,69
"2017-08-22 18:00:00-07",16.2,35.71,144,22.73,32.97,118,34.2,22.13,130
"2017-08-22 18:05:00-07",13.07,40.73,126,15.64,39.7,89,23.29,30.63,136
"2017-08-22 18:10:00-07",6.87,67.3,114,8.27,65.69,111,8.13,57.27,99
"2017-08-22 18:15:00-07",5.93,66.91,91,7.36,65.7,86,7.71,58.4,85
"2017-08-22 18:20:00-07",5.4,67.64,96,6.73,68.13,94,8.53,60.81,89
"2017-08-22 18:25:00-07",8.71,65.35,130,8,64.36,94,11.71,58.22,100
"2017-08-22 18:30:00-07",6.45,67.03,78,9.91,68.88,64,9.55,59.4,80
"2017-08-22 18:35:00-07",5.5,67.08,76,8.17,67.95,74,9.17,59.7,92
"2017-08-22 18:40:00-07",5.53,67.72,92,6.93,68.58,80,6.67,62.66,82
"2017-08-22 18:45:00-07",5,67.69,84,5.29,67.79,68,7.86,64.31,96
"2017-08-22 18:50:00-07",5.2,69.47,95,8.8,69.47,97,7.73,58.88,83
"2017-08-22 18:55:00-07",4.5,69.35,82,7.14,68.42,83,6.71,62.68,73
"2017-08-22 19:00:00-07",4.13,69.87,77,4.53,69.96,68,6.47,63.7,71
"2017-08-22 19:05:00-07",4,69.28,72,7.29,68.72,72,8.36,64.49,97
"2017-08-22 19:10:00-07",3.13,68.28,61,4.93,68.84,69,4.73,65.52,52
"2017-08-22 19:15:00-07",3.14,68,60,6.71,67.36,72,6.07,61.95,81
"2017-08-22 19:20:00-07",3.33,71.18,67,5.6,68.3,71,4.4,63.13,60
"2017-08-22 19:25:00-07",2.79,69.69,49,4.93,68.49,63,5.5,63.19,52
"2017-08-22 19:30:00-07",4.2,70.05,84,7.13,67.14,85,5.8,61.89,76
"2017-08-22 19:35:00-07",3.57,68.76,62,5.64,69.29,76,5.93,59.83,77
"2017-08-22 19:40:00-07",2.73,69.88,52,4.67,68.88,56,5,66.29,48
"2017-08-22 19:45:00-07",1.86,71.46,41,4.79,70.3,61,4.43,64.36,58
"2017-08-22 19:50:00-07",3.47,68.25,65,5.4,68.19,75,7.47,62.59,74
"2017-08-22 19:55:00-07",2.93,68.95,56,3.07,69.18,49,6.29,62.97,62
"2017-08-22 20:00:00-07",3,70,44,3.4,67.89,38,8.3,63.32,50
"2017-08-22 20:05:00-07",3.63,69.03,37,6.5,65.32,38,7.13,57.08,48
"2017-08-22 20:10:00-07",3.4,69.08,65,4.33,68.68,68,7.07,63.58,74
"2017-08-22 20:15:00-07",2.5,69.48,29,4.25,68.65,37,6.88,59.53,32
"2017-08-22 20:20:00-07",2.8,67.9,60,5,68.32,76,4.67,63.19,58
"2017-08-22 20:25:00-07",2.86,64.85,61,5.43,66.16,56,8.71,60.18,79
"2017-08-22 20:30:00-07",5,68.55,51,5.67,67.24,38,8.44,58.94,36
"2017-08-22 20:35:00-07",3,68.49,57,5,67.75,71,6.43,57.34,58
"2017-08-22 20:40:00-07",1.73,66.05,39,4.07,66.32,62,3.93,64.49,55
"2017-08-22 20:45:00-07",2.5,67.36,50,5.21,67.24,58,6.64,59.65,65
"2017-08-22 20:50:00-07",2.13,68.39,46,4.93,66.83,70,5,61.96,47
"2017-08-22 20:55:00-07",1.93,66.19,31,1.36,66.84,25,2.86,60.13,31
"2017-08-22 21:00:00-07",0.87,66.1,21,3.93,64.5,38,3.73,61.46,26
"2017-08-22 21:05:00-07",3.07,69.04,53,5.79,65.97,62,4.71,62.14,42
"2017-08-22 21:10:00-07",3.73,67.57,75,4.53,67.69,62,4.53,63.21,48
"2017-08-22 21:15:00-07",2.86,68.11,54,5.93,66.45,66,3.79,62.5,42
"2017-08-22 21:20:00-07",3.07,66.26,54,3.4,66.41,49,5.73,61.98,54
"2017-08-22 21:25:00-07",3.5,67.36,67,5.21,66.32,59,7.21,62.68,47
"2017-08-22 21:30:00-07",2.07,68.43,44,3.4,68.68,47,3.67,66.25,52
"2017-08-22 21:35:00-07",3.43,67.58,66,3.64,68.16,50,4.86,64.09,43
"2017-08-22 21:40:00-07",1.93,68.55,40,2.87,70.02,47,3.67,62.69,42
"2017-08-22 21:45:00-07",2.29,67.47,43,4.14,67,52,7.57,61.82,44
"2017-08-22 21:50:00-07",2.67,69.61,49,3.4,69.17,53,3.33,63.2,40
"2017-08-22 21:55:00-07",2.14,71.36,44,2.64,69.86,35,3.14,64.18,38
"2017-08-22 22:00:00-07",2,66.98,43,3.53,65.79,47,5.27,59.95,41
"2017-08-22 22:05:00-07",1,68.93,27,4.21,66.49,45,4.57,63.44,36
"2017-08-22 22:10:00-07",1.27,69.57,37,3.6,69.36,53,4.67,62.82,45
"2017-08-22 22:15:00-07",1.71,68.57,37,3,67.95,42,4.14,61.89,44
"2017-08-22 22:20:00-07",1.6,69.46,37,2.47,67.9,51,5.4,61.13,48
"2017-08-22 22:25:00-07",1.79,68.61,36,2.5,67.38,48,3.21,63.4,42
"2017-08-22 22:30:00-07",0.87,67.7,23,2.33,69.31,49,3.27,63.29,34
"2017-08-22 22:35:00-07",2.14,67.16,38,1.79,67.81,31,3.64,64.52,31
"2017-08-22 22:40:00-07",0.8,68.67,24,2.4,65.86,42,3.4,63.6,40
"2017-08-22 22:45:00-07",1,68.04,24,1.93,69,36,3.86,60.19,27
"2017-08-22 22:50:00-07",0.73,66.35,20,2.53,67.49,35,4.4,61.77,26
"2017-08-22 22:55:00-07",0.79,68.09,23,3.57,65.83,35,2.43,61.85,26
"2017-08-22 23:00:00-07",0.4,69.31,16,1.47,70.88,34,4.67,62.48,29
"2017-08-22 23:05:00-07",0.86,69.67,27,2.14,69.41,41,3.29,62.33,27
"2017-08-22 23:10:00-07",0.27,67.53,15,2.6,68.2,44,4.13,62.71,41
"2017-08-22 23:15:00-07",0.93,69.24,25,2.29,71,32,1.64,66.67,15
"2017-08-22 23:20:00-07",0.67,70.06,18,2.13,70.56,43,3.6,62.79,29
"2017-08-22 23:25:00-07",0.36,68.43,14,1.36,68.08,25,5.93,62.5,32
"2017-08-22 23:30:00-07",0.53,68.88,17,1.47,65.84,25,3.47,61.87,31
"2017-08-22 23:35:00-07",0.14,68.56,9,2.93,61.13,32,3.21,62.74,23
"2017-08-22 23:40:00-07",0.53,66,11,2.87,68.33,39,1.47,63.33,24
"2017-08-22 23:45:00-07",0,70.25,4,0.88,69.67,15,1.5,64.2,10
"2017-08-22 23:50:00-07",0,68.86,7,2.07,67,28,3.53,58.18,22
"2017-08-22 23:55:00-07",0.21,67,4,0.71,69.5,16,2.86,63.26,23
"2017-08-23 00:00:00-07",0,76,3,0.67,64.41,17,3.33,60.19,16
"2017-08-23 00:05:00-07",0.07,68.2,5,1.64,67.47,17,2.36,64.89,18
"2017-08-23 00:10:00-07",0,84,2,0.47,65.73,11,3,64.6,25
"2017-08-23 00:15:00-07",0.21,69.31,13,1.93,68.38,26,2.43,64.35,17
"2017-08-23 00:20:00-07",0.13,70.56,9,1.4,55.2,20,2.73,63.35,20
"2017-08-23 00:25:00-07",0.21,69,11,1.43,71.42,19,3,65.68,22
"2017-08-23 00:30:00-07",0.53,69.89,18,0.87,69.53,19,2.07,64.26,19
"2017-08-23 00:35:00-07",0,68.75,4,0.86,65.41,17,2.21,63.44,16
"2017-08-23 00:40:00-07",0.13,73.8,5,1.67,67.93,27,1.33,67.11,19
"2017-08-23 00:45:00-07",0.29,68.5,8,1.07,68.22,18,4.36,62.63,19
"2017-08-23 00:50:00-07",0,67.71,7,0.53,68.11,18,2.13,65.94,18
"2017-08-23 00:55:00-07",0.25,66,6,1.38,67.25,12,5.5,62,13
"2017-08-23 01:00:00-07",0.53,64.15,13,0.33,73.71,14,5,61.38,29
"2017-08-23 01:05:00-07",0,70,5,0.71,69.08,13,3.14,62.05,19
"2017-08-23 01:10:00-07",0.07,67.5,10,1.4,52.14,14,2.47,63.07,14
"2017-08-23 01:15:00-07",0.14,68.86,7,0.5,69.28,18,1.5,70.71,17
"2017-08-23 01:20:00-07",0.53,67.56,16,0.33,66.17,6,2.47,63.32,19
"2017-08-23 01:25:00-07",0,66.33,3,0.07,72.78,9,4.36,60.56,18
"2017-08-23 01:30:00-07",0,77,1,0.93,65.31,13,1.87,61.15,13
"2017-08-23 01:35:00-07",0.25,76,4,1.25,65.55,11,0.25,63.75,8
"2017-08-23 01:40:00-07",0,75.2,5,0.53,68.87,15,1.67,62.3,10
"2017-08-23 01:45:00-07",0,68,1,1.36,66.77,13,3.14,60.54,13
"2017-08-23 01:50:00-07",0,68,4,1.45,62.73,15,2.91,61.79,14
"2017-08-23 01:55:00-07",0,67.5,4,0.75,53.67,9,4.58,60.1,20
"2017-08-23 02:00:00-07",0,,0,0,67.83,6,1.91,61.25,8
"2017-08-23 02:05:00-07",0,72,3,0.58,68,5,1.83,49,10
"2017-08-23 02:10:00-07",0,78,1,0.67,71.75,12,1.47,66.09,11
"2017-08-23 02:15:00-07",0.14,69.63,8,0.14,66.71,7,3.07,65.32,25
"2017-08-23 02:20:00-07",0.07,65.67,3,0.73,66.94,16,3.53,61.19,21
"2017-08-23 02:25:00-07",0,69.67,3,0.64,68.6,10,2.5,64.25,16
"2017-08-23 02:30:00-07",0.07,63.33,3,0.13,64,10,2,64.27,11
"2017-08-23 02:35:00-07",0,64.5,2,0.79,65.5,10,2.43,61.08,13
"2017-08-23 02:40:00-07",0,67.8,5,1.13,67.62,13,1.93,64.8,15
"2017-08-23 02:45:00-07",0,72,4,0.93,69.07,15,1.71,71.18,11
"2017-08-23 02:50:00-07",0,70.5,4,1.4,68.56,16,3.27,62.55,22
"2017-08-23 02:55:00-07",0.14,69.44,9,1.71,68.3,20,3.79,62.14,21
"2017-08-23 03:00:00-07",0,71,4,1.07,65.5,10,4.33,58.84,25
"2017-08-23 03:05:00-07",0,69.33,3,2.14,69.08,12,7.07,61.86,29
"2017-08-23 03:10:00-07",0,81,1,0.07,73.33,6,2.47,60.43,14
"2017-08-23 03:15:00-07",0.07,68.8,5,0.79,69.13,16,3.86,59.41,17
"2017-08-23 03:20:00-07",0,70.43,7,1.33,60.82,11,2,58.94,17
"2017-08-23 03:25:00-07",0,70,2,1.29,66.67,12,2.86,60.8,15
"2017-08-23 03:30:00-07",0,,0,0.13,71.75,8,4.73,63.07,27
"2017-08-23 03:35:00-07",0.07,69,2,0.29,66.5,8,3.57,62.48,21
